"Type","Incentive","Game","Description","Amount","Goal"
"1 - Bid option","MisterMV","Rogue Legacy","","$1,077.0","(None)"
"1 - Bid option","PoleEmploi","Rogue Legacy","","$153.0","(None)"
"1 - Bid option","CAF","Rogue Legacy","","$85.0","(None)"
"1 - Bid option","Zach","Rogue Legacy","","$63.0","(None)"
"1 - Bid option","Graven","Rogue Legacy","","$62.0","(None)"
"1 - Bid option","ChPerette","Rogue Legacy","","$51.6","(None)"
"1 - Bid option","SpcButrfly","Rogue Legacy","","$51.0","(None)"
"1 - Bid option","Elark","Rogue Legacy","","$50.0","(None)"
"1 - Bid option","Mami","Rogue Legacy","","$31.0","(None)"
"1 - Bid option","Starchaser","Rogue Legacy","","$25.0","(None)"
"1 - Bid option","ZachSK","Rogue Legacy","","$0.0","(None)"
"0 - Donation Goal","Bard Run Incentive","Crypt of the Necrodancer","A donation incentive for Crypt of the Necrodancer runner Slackaholicus to do a Bard run. Bard runs allow for a significantly faster run, where ridiculous reaction times are needed to survive the groovy dungeons and dancing beasts.","$750.00","$750.00"
"0 - Donation Goal","Blow up Providence with fireworks incentive.","Risk of Rain","A donation incentive for Risk of Rain runner Studio to blow up Providence with fireworks. Providence is the final boss of Risk of Rain, and Studio will show him his Fourth of July special.","$762.00","$750.00"
"0 - Donation Goal","Turn on Blood incentive","Violent Storm","A donation incentive to turn on the Blood effects during the Violent Storm speedrun. The name of the game has Violent in it. It needs as much violence as possible!","$750.00","$750.00"
"0 - Bid War","Character Bid War","Battletoads (arcade)","Bid War for the runner to play as 1 of the 3 toads: Zits, Rash, or Pimple.","$2,400.00","(None)"
"1 - Bid option","Play as Pimple","Battletoads (arcade)","","$1,010.0","(None)"
"1 - Bid option","Play as Rash","Battletoads (arcade)","","$890.0","(None)"
"1 - Bid option","Play as Zitz","Battletoads (arcade)","","$500.0","(None)"
"0 - Donation Goal","Max difficulty Incentive","Battletoads (arcade)","A donation incentive for Battletoads (arcade) runner PJ to play on Max difficulty. Arcade games are notorious for being difficult. Battletoads is notorious for being difficult. Witness the unnatural abomination of difficulty that is Battletoads on max difficulty!","$765.00","$750.00"
"0 - Donation Goal","Max difficulty Incentive","Alien vs. Predator","A donation incentive for the Alien vs. Predator runner MURPHGATOR! to play on Max Difficulty. Similarly to Battletoads, this game is ludicrous on max difficulty.","$750.00","$750.00"
"0 - Bid War","Character Bid War","Sonic 3 and Knuckles","Bid War for the game to be run with either Tails or Knuckles.","$4,747.90","(None)"
"1 - Bid option","Play as Tails","Sonic 3 and Knuckles","","$2,834.7","(None)"
"1 - Bid option","Play as Knuckles","Sonic 3 and Knuckles","","$1,913.1","(None)"
"0 - Bid War","Character Bid War","Sonic Advance","Bid war to determine if the runners will play as Tails or Knuckles.","$1,232.01","(None)"
"1 - Bid option","Tails","Sonic Advance","","$710.0","(None)"
"1 - Bid option","Knuckles","Sonic Advance","","$522.0","(None)"
"0 - Donation Goal","Ultimate Mode","Super Monkey Ball Deluxe","Donation Incentive to play on ultimate mode for the run.","$1,970.93","$1,250.00"
"0 - Bid War","One hand bid war","Tetris: The Grandmaster exhibition","Bid war for Colour_theif to play the race 1 handed. The Bid war determines which hand he will use.","$2,543.00","(None)"
"1 - Bid option","Left hand","Tetris: The Grandmaster exhibition","","$2,338.0","(None)"
"1 - Bid option","Right hand","Tetris: The Grandmaster exhibition","","$205.0","(None)"
"0 - Donation Goal","Secret Grade Incentive","Tetris: The Grandmaster exhibition","A donation incentive for one of the runners to obtain the Secret Grade during the exhibition. The Secret Grade involves playing Tetris a bit more artistically than normal. The exhibitionist will have to draw a &quot;&gt;&quot; shape while attempting to lose.","$1,500.00","$1,500.00"
"0 - Bid War","Bid War for Armor Color","Shovel Knight","Bid war to decide which armor color scheme the runner will use during the run.","$1,819.85","(None)"
"1 - Bid option","Pink","Shovel Knight","","$840.0","(None)"
"1 - Bid option","Yellow","Shovel Knight","","$586.7","(None)"
"1 - Bid option","Purple","Shovel Knight","","$176.1","(None)"
"1 - Bid option","Default: Blue","Shovel Knight","","$170.0","(None)"
"1 - Bid option","Red","Shovel Knight","","$27.0","(None)"
"1 - Bid option","Green","Shovel Knight","","$20.0","(None)"
"0 - Bid War","File name bid war","Shovel Knight","Bid war to decide the file name during the run.","$2,228.00","(None)"
"1 - Bid option","M.SAPIN","Shovel Knight","","$1,009.5","(None)"
"1 - Bid option","NEOGAF","Shovel Knight","","$715.0","(None)"
"1 - Bid option","Shove it","Shovel Knight","","$186.0","(None)"
"1 - Bid option","Mamilami","Shovel Knight","","$115.0","(None)"
"1 - Bid option","Scoops","Shovel Knight","","$90.0","(None)"
"1 - Bid option","&gt;alt","Shovel Knight","","$60.0","(None)"
"1 - Bid option","WSWWAEAW","Shovel Knight","","$42.5","(None)"
"1 - Bid option","SWJSROSY","Shovel Knight","","$10.0","(None)"
"0 - Bid War","Save or Leave Behind the Knights","Shovel Knight","Bid War to have the runner either save the knights or leave them behind during the run.","$2,357.85","(None)"
"1 - Bid option","Save The Knights","Shovel Knight","","$1,851.8","(None)"
"1 - Bid option","Leave the Knights behind","Shovel Knight","","$506.0","(None)"
"0 - Donation Goal","Big Rigs: Over the Road Racing Bonus Game","Totally Rad","A donation incentive to add a Big Rigs: Over the Road Racing speedrun by Giant Bomb&#39;s Alex Navarro to the schedule. This will take place after Totally Rad.","$1.00","$1.00"
"0 - Donation Goal","Big Rigs: Over the Road Racing Infinite Speed Showcase","Totally Rad","A donation incentive to have Big Rigs: Over the Road Racing incentive runner Alex Navarro show off the Infinite Speed glitch.","$3,398.02","$3,000.00"
"0 - Bid War","Character Bid War","Floating Runner","Bid War to decide if the runner uses Lay (the boy) or Cress (the girl) during the run.","$374.01","(None)"
"1 - Bid option","Play as Cress","Floating Runner","","$211.0","(None)"
"1 - Bid option","Play as Lay","Floating Runner","","$163.0","(None)"
"0 - Donation Goal","W-Fist% Incentive","Trio the Punch","A donation incentive for Trio the Punch runner ZakkyTheGoatragon to use the W-Fist% route. This is the character used in the W-Fist% route: http://i.imgur.com/BYN1ZJd.jpg","$1,500.00","$1,500.00"
"0 - Donation Goal","Show Cutscenes","Radical Rex","A donation incentive for Radical Rex runner Omnigamer to show cutscenes during the run. Watch the RADICAL cutscenes of RADICAL 90s game RADICAL Rex.","$1,746.55","$1,500.00"
"0 - Donation Goal","Donkey Kong Fight Incentive","Punch-Out!! (Wii)","A donation incentive for Punch-Out!! (Wii) runner Zallard1 to fight Donkey Kong. Donkey Kong is an optional match in Punch-Out!! As is the case in many optional fights, Donkey Kong pushes the difficulty of the game to a new level.","$3,050.07","$3,000.00"
"0 - Donation Goal","3 player Richter race","Castlevania: Symphony of the Night","Richter any% race between BenAuton, MechaRichter, and Zex","$2,007.26","$2,000.00"
"0 - Donation Goal","Animal Crossing Bonus Game","Castlevania: Symphony of the Night","A donation incentive to run Animal Crossing (Clear All Debts) by Forstride. The world&#39;s most exciting bill payment simulator, done fast!","$1,040.00","$1,000.00"
"0 - Donation Goal","Accordion %","Super Mario World 2: Yoshi&#39;s Island","Accordion %","$872.50","$500.00"
"0 - Donation Goal","Select Blindfold Sections","Super Mario World 2: Yoshi&#39;s Island","After the main Super Mario World 2: Yoshi&#39;s Island run, there will be an additional blind playthrough of a few Yoshi&#39;s Island sections. These sections include","$30,070.99","$20,000.00"
"0 - Bid War","Game Bid War"," Batman: Arkham bid war","Bid War to determine which game will be played at AGDQ2015: Arkham Asylum or Arkham City","$8,356.50","(None)"
"1 - Bid option","Play Arkham City","Batman: Arkham bid war","","$4,863.0","(None)"
"1 - Bid option","Play Arkham Asylum","Batman: Arkham bid war","","$3,493.4","(None)"
"0 - Donation Goal","Stretching Ending Incentive","Half-Life 2 Episode 2","A donation incentive for Half-Life 2: Episode 2 runner Gocnak to achieve the &quot;Stretching&quot; alternate ending.","$3,604.04","$3,000.00"
"0 - Bid War","Good vs Bad Ending Bid War","Aperture Tag","Bid war to determine if the runner completes the game with the good or bad ending.","$1,674.26","(None)"
"1 - Bid option","Good Ending","Aperture Tag","","$920.5","(None)"
"1 - Bid option","Bad Ending","Aperture Tag","","$753.7","(None)"
"0 - Donation Goal","Complete the &quot;Test Your Might&quot; challenge incentive","Trials Evolution","A donation incentive for Trials Evolution runner The Blaze JP to complete all 7 extreme tracks back to back after the main run is over. Suffice to say, these levels aren&#39;t joking when they call themselves extreme.","$3,144.37","$3,000.00"
"0 - Bid War","Language Bid War","Jak II","Bid war to determine what language the game will be played with during the run.","$10,043.95","(None)"
"1 - Bid option","French language","Jak II","","$5,452.2","(None)"
"1 - Bid option","Korean language","Jak II","","$3,735.6","(None)"
"1 - Bid option","English language","Jak II","","$598.0","(None)"
"1 - Bid option","Japanese language","Jak II","","$130.0","(None)"
"1 - Bid option","German language","Jak II","","$88.0","(None)"
"1 - Bid option","Italian language","Jak II","","$40.0","(None)"
"1 - Bid option","Spanish language","Jak II","","$0.0","(None)"
"0 - Bid War","Abra name bid war","Pokemon Red/Blue","Bid War to name the pokemon Abra (10 characters max)","$449.00","(None)"
"1 - Bid option","MrQuarate","Pokemon Red/Blue","","$449.0","(None)"
"0 - Bid War","Bulbasaur name Bid War","Pokemon Red/Blue","Bid War to name the starter pokemon bulbasaur (10 characters max)","$795.01","(None)"
"1 - Bid option","Morenpoul","Pokemon Red/Blue","","$560.0","(None)"
"1 - Bid option","Pendaflex","Pokemon Red/Blue","","$235.0","(None)"
"0 - Bid War","Game Bid War","Pokemon Red/Blue","Bid war to determine whether Pokemon Red or Blue will be run during AGDQ2015","$6,145.18","(None)"
"1 - Bid option","Pokemon Blue","Pokemon Red/Blue","","$3,219.0","(None)"
"1 - Bid option","Pokemon Red","Pokemon Red/Blue","","$2,926.1","(None)"
"0 - Bid War","Trainer Name Bid War","Pokemon Red/Blue","Bid War to name the Pokemon Trainer (7 characters max)","$6,374.14","(None)"
"1 - Bid option","Verdier","Pokemon Red/Blue","","$3,382.0","(None)"
"1 - Bid option","WooperZ","Pokemon Red/Blue","","$2,772.0","(None)"
"1 - Bid option","Lemon","Pokemon Red/Blue","","$185.0","(None)"
"1 - Bid option","Potatoz","Pokemon Red/Blue","","$35.0","(None)"
"0 - Bid War","Normal vs Fusion suit bid war","Metroid Prime","Bid war to decide if the runner plays with the normal or fusion suit during the run.","$1,971.50","(None)"
"1 - Bid option","Fusion Suit Samus","Metroid Prime","","$1,520.5","(None)"
"1 - Bid option","Normal Suit Samus","Metroid Prime","","$451.0","(None)"
"0 - Bid War","File name bid war","The Legend of Zelda: The Minish Cap","Bid war to name the file for the run (6 characters maximum)","$1,008.00","(None)"
"1 - Bid option","Bif","The Legend of Zelda: The Minish Cap","","$591.0","(None)"
"1 - Bid option","PupilX","The Legend of Zelda: The Minish Cap","","$200.0","(None)"
"1 - Bid option","Octo","The Legend of Zelda: The Minish Cap","","$90.0","(None)"
"1 - Bid option","I,ISay","The Legend of Zelda: The Minish Cap","","$80.0","(None)"
"1 - Bid option","Zeldo","The Legend of Zelda: The Minish Cap","","$40.0","(None)"
"1 - Bid option","BlamTK","The Legend of Zelda: The Minish Cap","","$7.0","(None)"
"0 - Bid War","File name bid war","The Legend of Zelda: A Link to the Past","Bid war to name the various file names (4 characters max per file, 3 file slots)","$2,379.86","(None)"
"1 - Bid option","Lunk","The Legend of Zelda: A Link to the Past","","$1,178.2","(None)"
"1 - Bid option","INEB","The Legend of Zelda: A Link to the Past","","$670.0","(None)"
"1 - Bid option","Sven","The Legend of Zelda: A Link to the Past","","$265.5","(None)"
"1 - Bid option","Zeldo","The Legend of Zelda: A Link to the Past","","$196.0","(None)"
"1 - Bid option","Zelda","The Legend of Zelda: A Link to the Past","","$70.0","(None)"
"0 - Bid War","Mirror Blind vs Color Blind boss glitch bid war.","The Legend of Zelda: A Link to the Past","Bid war to have the runner perform a glitch to either A. make a pixelated mess or B. change the color pallets during the Blind Boss fight.","$1,545.05","(None)"
"1 - Bid option","Mirror Blind Boss Fight","The Legend of Zelda: A Link to the Past","","$1,040.0","(None)"
"1 - Bid option","Color Blind Boss Fight","The Legend of Zelda: A Link to the Past","","$505.0","(None)"
"0 - Donation Goal","White link sprite + Black sword glitch incentive","The Legend of Zelda: A Link to the Past","A donation incentive for the Link to the Past runner Andy to perform a glitch that makes Link&#39;s sprite white and his sword black. Link will abandon the Light World and Dark World to enter the Monochrome World.","$1,068.84","$999.99"
"0 - Donation Goal","2 Players 1 Controller Incentive","The Legend of Zelda: Majora&#39;s Mask","A donation incentive to play the first 20 minutes of the game with 2 players using 1 controller. Come get snug with the Majora&#39;s Mask community.","$2,200.00","$2,000.00"
"0 - Bid War","File name bid war","Super Mario RPG: Legend of the Seven Stars","Bid War to name the file for the run, (8 characters max)","$3,069.11","(None)"
"1 - Bid option","DNGR","Super Mario RPG: Legend of the Seven Stars","","$1,439.3","(None)"
"1 - Bid option","Bonjour","Super Mario RPG: Legend of the Seven Stars","","$1,319.7","(None)"
"1 - Bid option","CashDiab","Super Mario RPG: Legend of the Seven Stars","","$310.0","(None)"
"0 - Bid War","Kingdom Hearts Game Bid War","Kingdom Hearts 1 and 2 bid war","Bid War to decide which Kingdom Hearts Game will be run at AGDQ2015: KH1.5 or KH2FM","$12,447.21","(None)"
"1 - Bid option","Kingdom Hearts II Final Mix","Kingdom Hearts 1 and 2 bid war","","$8,704.5","(None)"
"1 - Bid option","Kingdom Hearts 1.5","Kingdom Hearts 1 and 2 bid war","","$3,742.6","(None)"
"0 - Donation Goal","Level 1 Organization Data RTA incentive","Kingdom Hearts 1 and 2 bid war","A donation incentive for the Organization XIII data refights in KH2 to be defeated in a level 1 Critical Mode boss rush. Bizkit047 will push his skills to the limit break.","$4,093.01","$4,000.00"
"0 - Bid War","Sing Disney Songs Bid War","Kingdom Hearts 1 and 2 bid war","Bid War for the runner/couch to sing various Disney Songs during the auto-scroller sections of the game. (Note: Would likey use the top 5 songs donated for, can do more or less depending on time available).","$9,092.05","(None)"
"1 - Bid option","I&#39;ll Make a Man Out of You (Mulan)","Kingdom Hearts 1 and 2 bid war","","$2,795.9","(None)"
"1 - Bid option","Be Prepared (Lion King)","Kingdom Hearts 1 and 2 bid war","","$2,014.0","(None)"
"1 - Bid option","Let it Go (Frozen)","Kingdom Hearts 1 and 2 bid war","","$1,053.9","(None)"
"1 - Bid option","Gaston (Beauty and the Beast)","Kingdom Hearts 1 and 2 bid war","","$757.3","(None)"
"1 - Bid option","Friend Like Me (Aladdin)","Kingdom Hearts 1 and 2 bid war","","$683.8","(None)"
"1 - Bid option","Go the Distance (Hercules)","Kingdom Hearts 1 and 2 bid war","","$531.0","(None)"
"1 - Bid option","Everybody Wants To Be A Cat (The Aristocats)","Kingdom Hearts 1 and 2 bid war","","$325.0","(None)"
"1 - Bid option","Higitus Figitus (Sword in the Stone)","Kingdom Hearts 1 and 2 bid war","","$270.0","(None)"
"1 - Bid option","I Have a Dream (Tangled)","Kingdom Hearts 1 and 2 bid war","","$247.0","(None)"
"1 - Bid option","Poor Unfortunate Souls (The Little Mermaid)","Kingdom Hearts 1 and 2 bid war","","$195.0","(None)"
"1 - Bid option","Supercalifragilisticexpialidocious (Mary Poppins)","Kingdom Hearts 1 and 2 bid war","","$174.0","(None)"
"1 - Bid option","Kanine Krunchies Jingle (101 Dalmations)","Kingdom Hearts 1 and 2 bid war","","$25.0","(None)"
"1 - Bid option","Whistle Stop (Robin Hood)","Kingdom Hearts 1 and 2 bid war","","$20.0","(None)"
"0 - Donation Goal","Hold hands%","Vanquish","In the true spirit of bromance, Halfcoordinated will hold Vulajin&#39;s hand for the rest of the run.","$1,245.00","$1,000.00"
"0 - Donation Goal","Soda%","Vanquish","A donation incentive for Vanquish runner halfcoordinated to hold a soda bottle on his non-playing hand. halfcoordinated has enough style to always run Vanquish one-handed. In spite of this, why not give him something to do his free hand?","$1,010.00","$1,000.00"
"0 - Bid War","Voice Track Bid War","Vanquish","Listen to the game in English, Japanese, Italian, Spanish, French, or German.","$4,175.52","(None)"
"1 - Bid option","German","Vanquish","","$3,268.3","(None)"
"1 - Bid option","English","Vanquish","","$496.2","(None)"
"1 - Bid option","French","Vanquish","","$208.0","(None)"
"1 - Bid option","Japanese","Vanquish","","$148.0","(None)"
"1 - Bid option","Spanish","Vanquish","","$30.0","(None)"
"1 - Bid option","Italian","Vanquish","","$25.0","(None)"
"0 - Donation Goal","All levels incentive","Perfect Dark","Donation incentive for the runner to complete all levels during the run. These include all levels from beating the game on the highest difficulty and the range. Take a step outside of Joanna&#39;s shoes for some Perfect Dark backstory only the elite get to play.","$2,503.99","$2,500.00"
"0 - Donation Goal","Glitched% Run Incentive","Dark Souls 2","A donation incentive for Dark Souls 2 runner Noobest to do the &quot;Broken%&quot; run. This run breaks so much of Dark Souls 2 that it&#39;s been patched out and then some. Come explore some of the unique geometry of Dark Souls 2, and enjoy the boosting power of binoculars.","$19,313.79","$15,000.00"
"0 - Donation Goal","Act out squats mini game incentive","Final Fantasy VII","Donation incentive to have runner/couch crew act out the squats mini game during the run.","$4,267.26","$3,000.00"
"0 - Bid War","Aerith Name Bid War","Final Fantasy VII","Bid War to name Aerith (9 characters max)","$9,833.67","(None)"
"1 - Bid option","SeanBean","Final Fantasy VII","","$5,782.2","(None)"
"1 - Bid option","AerisDies","Final Fantasy VII","","$2,577.4","(None)"
"1 - Bid option","YOLO","Final Fantasy VII","","$605.0","(None)"
"1 - Bid option","TroyBaker","Final Fantasy VII","","$285.0","(None)"
"1 - Bid option","FFT","Final Fantasy VII","","$216.0","(None)"
"1 - Bid option","BowWoW","Final Fantasy VII","","$181.0","(None)"
"1 - Bid option","Sephiroth","Final Fantasy VII","","$97.0","(None)"
"1 - Bid option","Monitor","Final Fantasy VII","","$90.0","(None)"
"0 - Bid War","Barret Name Bid War","Final Fantasy VII","Bid war to name Barret (9 characters max)","$9,777.20","(None)"
"1 - Bid option","CalebHart","Final Fantasy VII","","$5,230.0","(None)"
"1 - Bid option","Mamilami","Final Fantasy VII","","$3,396.0","(None)"
"1 - Bid option","Stuart S","Final Fantasy VII","","$840.0","(None)"
"1 - Bid option","Beyonce","Final Fantasy VII","","$174.2","(None)"
"1 - Bid option","Old Bobby","Final Fantasy VII","","$137.0","(None)"
"0 - Bid War","Cloud Name Bid War","Final Fantasy VII","Bid War to name Cloud (9 characters max)","$6,341.89","(None)"
