"Type","Incentive","Game","Description","Amount","Goal"
"1 - Bid option","HELP ME","Castlevania III: Dracula&#39;s Curse","","$220.0","(None)"
"1 - Bid option","WALLCHIK","Castlevania III: Dracula&#39;s Curse","","$55.0","(None)"
"1 - Bid option","Shankar","Castlevania III: Dracula&#39;s Curse","","$50.0","(None)"
"1 - Bid option","Roofress","Castlevania III: Dracula&#39;s Curse","","$0.0","(None)"
"0 - Bid War","Filename Choice","Startropics","Choose the filename used for the Startropics run.","$1,512.48","(None)"
"1 - Bid option","Bananas","Startropics","","$767.4","(None)"
"1 - Bid option","Harry","Startropics","","$320.0","(None)"
"1 - Bid option","YerOlDad","Startropics","","$165.0","(None)"
"1 - Bid option","Vaisi","Startropics","","$150.0","(None)"
"1 - Bid option","Jeff","Startropics","","$60.0","(None)"
"1 - Bid option","SWE","Startropics","","$50.0","(None)"
"1 - Bid option","Crisdoile2","Startropics","","$0.0","(None)"
"0 - Donation Goal","BONUS GAME: Mega Man X","Mega Man X","Replace SETUP BLOCK 2 with an Any% Buster Only run of Mega Man X by ColonelFatso.","$20,245.00","$20,000.00"
"0 - Bid War","Choose Character Names","Divinity: Original Sin","Choose the character names used for the Divinity: Original Sin coop run. 20 characters, letters and numbers. Top 2 selected.","$6,015.03","(None)"
"1 - Bid option","DatBoi","Divinity: Original Sin","","$1,922.0","(None)"
"1 - Bid option","2B","Divinity: Original Sin","","$1,577.0","(None)"
"1 - Bid option","9S","Divinity: Original Sin","","$1,500.0","(None)"
"1 - Bid option","Got2BFAST","Divinity: Original Sin","","$345.0","(None)"
"1 - Bid option","Amaterasu","Divinity: Original Sin","","$315.0","(None)"
"1 - Bid option","Bunner","Divinity: Original Sin","","$151.0","(None)"
"1 - Bid option","Swingle","Divinity: Original Sin","","$125.0","(None)"
"1 - Bid option","TheLaw","Divinity: Original Sin","","$55.0","(None)"
"1 - Bid option","Goldy","Divinity: Original Sin","","$10.0","(None)"
"0 - Bid War","Choose Character Names","Might and Magic VI: The Mandate of Heaven","Choose the character names used for the Might and Magic VI run. 15 character maximum, letters, numbers, symbols. Top 4 selected.","$1,472.11","(None)"
"1 - Bid option","Slartibartfast","Might and Magic VI: The Mandate of Heaven","","$471.1","(None)"
"1 - Bid option","Goku","Might and Magic VI: The Mandate of Heaven","","$235.0","(None)"
"1 - Bid option","Chevreau","Might and Magic VI: The Mandate of Heaven","","$100.0","(None)"
"1 - Bid option","Swingle","Might and Magic VI: The Mandate of Heaven","","$100.0","(None)"
"1 - Bid option","rooSip","Might and Magic VI: The Mandate of Heaven","","$60.0","(None)"
"1 - Bid option","SandKnight","Might and Magic VI: The Mandate of Heaven","","$60.0","(None)"
"1 - Bid option","KangarooJacques","Might and Magic VI: The Mandate of Heaven","","$45.0","(None)"
"1 - Bid option","Fana","Might and Magic VI: The Mandate of Heaven","","$35.0","(None)"
"1 - Bid option","Vodor","Might and Magic VI: The Mandate of Heaven","","$6.0","(None)"
"0 - Bid War","Choose the Ending","Might and Magic VI: The Mandate of Heaven","Save the world ending vs Destroy the World ending. Both cinematics are amusing.","$1,715.00","(None)"
"1 - Bid option","Save the World","Might and Magic VI: The Mandate of Heaven","","$1,235.0","(None)"
"1 - Bid option","Destroy the World","Might and Magic VI: The Mandate of Heaven","","$480.0","(None)"
"0 - Donation Goal","Unlock the Burst Wave","Ys Origin","The Burst Wave is a powerful weapon that resembles a Kamehameha from Dragonball Z. Ghost King will collect it and show it off for you.","$2,005.00","$2,000.00"
"0 - Donation Goal","Play on the US Prototype Version","The Firemen","If met, Omnigamer will play on the US Prototype version of the game for The Firemen run.","$4,233.14","$4,000.00"
"0 - Donation Goal","Sing Nessum Dorma","Ratchet &amp; Clank","Xem will sing &quot;Nessun Dorma&quot;, a famous opera aria, after his Ratchet and Clank run.","$8,050.00","$8,000.00"
"0 - Bid War","Ayla&#39;s Name","Chrono Trigger","Choose the name given to Ayla for the Chrono Trigger run. 5 characters, no duplicate names.","$4,132.00","(None)"
"1 - Bid option","OBB","Chrono Trigger","","$1,642.0","(None)"
"1 - Bid option","EEGAH!","Chrono Trigger","","$1,436.0","(None)"
"1 - Bid option","LAYLA","Chrono Trigger","","$561.0","(None)"
"1 - Bid option","Katia","Chrono Trigger","","$148.0","(None)"
"1 - Bid option","Lucca","Chrono Trigger","","$75.0","(None)"
"1 - Bid option","Nyaa","Chrono Trigger","","$60.0","(None)"
"1 - Bid option","Mao","Chrono Trigger","","$50.0","(None)"
"1 - Bid option","Pepsi","Chrono Trigger","","$35.0","(None)"
"1 - Bid option","Linty","Chrono Trigger","","$25.0","(None)"
"0 - Bid War","Crono&#39;s Name","Chrono Trigger","Choose the name given to Crono for the Chrono Trigger run. 5 characters, no duplicate names.","$9,406.55","(None)"
"1 - Bid option","TACOS","Chrono Trigger","","$2,450.5","(None)"
"1 - Bid option","Goku","Chrono Trigger","","$1,315.0","(None)"
"1 - Bid option","Geran","Chrono Trigger","","$160.0","(None)"
"1 - Bid option","Binyo","Chrono Trigger","","$75.0","(None)"
"1 - Bid option","Taako","Chrono Trigger","","$45.0","(None)"
"1 - Bid option","Cloud","Chrono Trigger","","$30.0","(None)"
"0 - Bid War","Frog&#39;s Name","Chrono Trigger","Choose the name given to Frog for the Chrono Trigger run. 5 characters, no duplicate names.","$5,728.91","(None)"
"1 - Bid option","Glenn","Chrono Trigger","","$2,660.5","(None)"
"1 - Bid option","Hypno","Chrono Trigger","","$2,205.5","(None)"
"1 - Bid option","Tsuyu","Chrono Trigger","","$570.2","(None)"
"1 - Bid option","Toad","Chrono Trigger","","$182.5","(None)"
"1 - Bid option","MJFrg","Chrono Trigger","","$100.0","(None)"
"1 - Bid option","Ree","Chrono Trigger","","$10.0","(None)"
"0 - Bid War","Lucca&#39;s Name","Chrono Trigger","Choose the name given to Lucca for the Chrono Trigger run. 5 characters, no duplicate names.","$2,918.45","(None)"
"1 - Bid option","Arbys","Chrono Trigger","","$1,449.2","(None)"
"1 - Bid option","NERD!","Chrono Trigger","","$1,165.2","(None)"
"1 - Bid option","Midna","Chrono Trigger","","$55.0","(None)"
"1 - Bid option","Tedd","Chrono Trigger","","$50.0","(None)"
"1 - Bid option","Cathy","Chrono Trigger","","$29.0","(None)"
"0 - Bid War","Marle&#39;s Name","Chrono Trigger","Choose the name given to Marle for the Chrono Trigger run. 5 characters, no duplicate names.","$2,173.56","(None)"
"1 - Bid option","Love!","Chrono Trigger","","$1,000.0","(None)"
"1 - Bid option","Bulma","Chrono Trigger","","$592.5","(None)"
"1 - Bid option","Hest","Chrono Trigger","","$527.0","(None)"
"1 - Bid option","Nadia","Chrono Trigger","","$9.0","(None)"
"0 - Bid War","Robo&#39;s Name","Chrono Trigger","Choose the name given to Robo for the Chrono Trigger run. 5 characters, no duplicate names.","$5,248.31","(None)"
"1 - Bid option","RyanD","Chrono Trigger","","$2,382.4","(None)"
"1 - Bid option","ARB-Y","Chrono Trigger","","$1,755.7","(None)"
"1 - Bid option","WallE","Chrono Trigger","","$473.0","(None)"
"1 - Bid option","RoBro","Chrono Trigger","","$200.0","(None)"
"1 - Bid option","Bendr","Chrono Trigger","","$145.0","(None)"
"1 - Bid option","Ernst","Chrono Trigger","","$75.0","(None)"
"1 - Bid option","Wall-E","Chrono Trigger","","$25.0","(None)"
"1 - Bid option","Mara","Chrono Trigger","","$10.0","(None)"
"1 - Bid option","Rick","Chrono Trigger","","$10.0","(None)"
"1 - Bid option","Ringo","Chrono Trigger","","$10.0","(None)"
"0 - Donation Goal","Rev Mode","Tetris: The Grand Master","EnchantressOfNumbers will demonstrate upside down Tetris mastery in TGM1&#39;s Rev Mode.","$6,000.00","$6,000.00"
"0 - Donation Goal","Master Mode","Tetris The Grand Master 3: Terror Instinct","KevinDDR will make an attempt at GM rank in Master Mode.","$12,513.62","$12,500.00"
"0 - Donation Goal","Shirase No Hold","Tetris The Grand Master 3: Terror Instinct","KevinDDR will play through Shirase mode without ever using the &quot;Hold&quot; button to save a piece, making the run significantly more difficult.","$15,000.00","$15,000.00"
"0 - Bid War","Filename Choice","Zelda 2: The Adventure of Link","Choose the filename for the Zelda II run. 8 characters; letters, numbers, spaces, dashes and periods.","$7,861.16","(None)"
"1 - Bid option","LUNK","Zelda 2: The Adventure of Link","","$1,988.4","(None)"
"1 - Bid option","Error","Zelda 2: The Adventure of Link","","$1,787.5","(None)"
"1 - Bid option","Germench","Zelda 2: The Adventure of Link","","$1,195.0","(None)"
"1 - Bid option","LANK","Zelda 2: The Adventure of Link","","$665.0","(None)"
"1 - Bid option","Zelda","Zelda 2: The Adventure of Link","","$522.0","(None)"
"1 - Bid option","2B","Zelda 2: The Adventure of Link","","$500.2","(None)"
"1 - Bid option","Bagu","Zelda 2: The Adventure of Link","","$325.0","(None)"
"1 - Bid option","Wolf","Zelda 2: The Adventure of Link","","$230.0","(None)"
"1 - Bid option","McBobert","Zelda 2: The Adventure of Link","","$118.0","(None)"
"1 - Bid option","BB","Zelda 2: The Adventure of Link","","$105.0","(None)"
"1 - Bid option","HOTDAD","Zelda 2: The Adventure of Link","","$100.0","(None)"
"1 - Bid option","Pokemon","Zelda 2: The Adventure of Link","","$90.0","(None)"
"1 - Bid option","Ganon","Zelda 2: The Adventure of Link","","$40.0","(None)"
"1 - Bid option","Bubba","Zelda 2: The Adventure of Link","","$35.0","(None)"
"1 - Bid option","Lint","Zelda 2: The Adventure of Link","","$25.0","(None)"
"0 - Donation Goal","Bonus Diamond All Zones run","Crypt of the NecroDancer: AMPLIFIED","If met, SpootyBiscuit will do an All Zones run with the new character Diamond.","$8,067.66","$7,500.00"
"0 - Bid War","Choose the Random Seed","Crypt of the NecroDancer: AMPLIFIED","The Nocturna race will use the seed chosen by you, the donators. 1-10 characters, alphanumerics and spaces. Case insensitive.","$2,456.00","(None)"
"1 - Bid option","2LEFTFEET","Crypt of the NecroDancer: AMPLIFIED","","$881.0","(None)"
"1 - Bid option","GREGG RULZ","Crypt of the NecroDancer: AMPLIFIED","","$734.0","(None)"
"1 - Bid option","17","Crypt of the NecroDancer: AMPLIFIED","","$505.0","(None)"
"1 - Bid option","GOT 2B RAD","Crypt of the NecroDancer: AMPLIFIED","","$200.0","(None)"
"1 - Bid option","PRAISE4HAM","Crypt of the NecroDancer: AMPLIFIED","","$21.0","(None)"
"0 - Bid War","Choose the Soundtrack","Crypt of the NecroDancer: AMPLIFIED","Choose the Soundtrack used for the Crypt of the NecroDancer run.","$5,704.18","(None)"
"1 - Bid option","Danny B - The Original","Crypt of the NecroDancer: AMPLIFIED","","$1,992.1","(None)"
"1 - Bid option","FamilyJules - Rock/Metal","Crypt of the NecroDancer: AMPLIFIED","","$1,978.6","(None)"
"1 - Bid option","Virt - Chiptune","Crypt of the NecroDancer: AMPLIFIED","","$653.0","(None)"
"1 - Bid option","Random","Crypt of the NecroDancer: AMPLIFIED","","$342.0","(None)"
"1 - Bid option","Girlfriend Records - Synthwave","Crypt of the NecroDancer: AMPLIFIED","","$310.0","(None)"
"1 - Bid option","OCRemix Collaborative Mix","Crypt of the NecroDancer: AMPLIFIED","","$278.3","(None)"
"1 - Bid option","A_Rival - Electronic","Crypt of the NecroDancer: AMPLIFIED","","$150.0","(None)"
"0 - Donation Goal","Additional Any% NG+ run","Shadow Complex Remastered","ajfirecracker will complete a NewGame+ glitched run of Shadow Complex after his glitchless run.","$5,000.00","$5,000.00"
"0 - Donation Goal","Get the Good Ending","Avenging Spirit","If met, johncarls will save the girl and get the Good Ending.","$2,000.00","$2,000.00"
"0 - Bid War","Choose the Language","Star Wars Jedi Knight II: Jedi Outcast","Select the language used for the Jedi Outcast run.","$7,491.68","(None)"
"1 - Bid option","German","Star Wars Jedi Knight II: Jedi Outcast","","$3,584.3","(None)"
"1 - Bid option","Spanish","Star Wars Jedi Knight II: Jedi Outcast","","$1,796.4","(None)"
"1 - Bid option","French","Star Wars Jedi Knight II: Jedi Outcast","","$1,106.2","(None)"
"1 - Bid option","English","Star Wars Jedi Knight II: Jedi Outcast","","$1,004.6","(None)"
"0 - Donation Goal","Level 1 Sephiroth","Kingdom Hearts II Final Mix","Bl00dyBizkitz will complete the optional super hard bossfight against Sephiroth on Level 1 mode.","$20,088.96","$20,000.00"
"0 - Donation Goal","Level 1 Terra/Lingering Will","Kingdom Hearts II Final Mix","Bl00dyBizkitz will fight the hardest boss in the game, Terra/Lingering Will, on Level 1 mode.","$20,135.50","$20,000.00"
"0 - Bid War","Sing Disney Songs","Kingdom Hearts II Final Mix","Choose which songs you&#39;d like the Kingdom Hearts crew to sing during the KH2 Final Mix run. Top 5 will be selected.","$14,253.29","(None)"
"1 - Bid option","Little Mermaid - Part of Your World","Kingdom Hearts II Final Mix","","$4,698.0","(None)"
"1 - Bid option","Hercules - Go the Distance","Kingdom Hearts II Final Mix","","$3,434.0","(None)"
"1 - Bid option","Aladdin - Friend Like Me","Kingdom Hearts II Final Mix","","$2,024.7","(None)"
"1 - Bid option","Jungle Book - Bear Necessities","Kingdom Hearts II Final Mix","","$1,935.5","(None)"
"1 - Bid option","Hercules - I won&#39;t Say (I&#39;m in Love)","Kingdom Hearts II Final Mix","","$1,636.0","(None)"
"1 - Bid option","Mulan - Reflection","Kingdom Hearts II Final Mix","","$525.0","(None)"
"1 - Bid option","Aladdin - A Whole New World","Kingdom Hearts II Final Mix","","$0.0","(None)"
"1 - Bid option","Beauty and the Beast - Gaston","Kingdom Hearts II Final Mix","","$0.0","(None)"
