"Type","Incentive","Game","Description","Amount","Goal"
"1 - Bid option","Dragoon","BONUS! The Legend of Zelda, swordless","","$380.0","(None)"
"1 - Bid option","Lunk","BONUS! The Legend of Zelda, swordless","","$150.0","(None)"
"1 - Bid option","ZELDO","BONUS! The Legend of Zelda, swordless","","$136.0","(None)"
"1 - Bid option","Kappa123","BONUS! The Legend of Zelda, swordless","","$110.0","(None)"
"1 - Bid option","BOOK","BONUS! The Legend of Zelda, swordless","","$60.0","(None)"
"1 - Bid option","FRED","BONUS! The Legend of Zelda, swordless","","$36.4","(None)"
"0 - Bid War","Pick a letter for Jeff","Earthbound","","$600.71","(None)"
"1 - Bid option","Z","Earthbound","","$210.0","(None)"
"1 - Bid option","!","Earthbound","","$150.0","(None)"
"1 - Bid option","C","Earthbound","","$135.0","(None)"
"1 - Bid option","v4c","Earthbound","","$50.0","(None)"
"1 - Bid option","J","Earthbound","","$21.0","(None)"
"1 - Bid option","H","Earthbound","","$14.2","(None)"
"1 - Bid option","m","Earthbound","","$10.0","(None)"
"1 - Bid option","F","Earthbound","","$5.0","(None)"
"1 - Bid option","L","Earthbound","","$1.0","(None)"
"1 - Bid option","T","Earthbound","","$1.0","(None)"
"1 - Bid option","A","Earthbound","","$0.0","(None)"
"0 - Bid War","Pick a letter for Ness","Earthbound","Yes, you can determine which letter is Ness&#39;s name","$302.27","(None)"
"1 - Bid option","I","Earthbound","","$277.2","(None)"
"1 - Bid option","Q","Earthbound","","$25.0","(None)"
"1 - Bid option","J","Earthbound","","$0.0","(None)"
"1 - Bid option","O","Earthbound","","$0.0","(None)"
"0 - Bid War","Pick a letter for Paula","Earthbound","","$207.50","(None)"
"1 - Bid option","\xe2\x99\xaa (Song Note)","Earthbound","","$152.5","(None)"
"1 - Bid option","J","Earthbound","","$50.0","(None)"
"1 - Bid option","P","Earthbound","","$5.0","(None)"
"1 - Bid option","K","Earthbound","","$0.0","(None)"
"0 - Bid War","Pick a letter for Poo","Earthbound","","$95.00","(None)"
"1 - Bid option","3","Earthbound","","$50.0","(None)"
"1 - Bid option","?","Earthbound","","$45.0","(None)"
"1 - Bid option","2","Earthbound","","$0.0","(None)"
"1 - Bid option","Y","Earthbound","","$0.0","(None)"
"0 - Bid War","Player name","Earthbound","Now you get to choose from 24 letters that can possibly make a word or a phrase. Or just pick some random letters.","$4,083.50","(None)"
"1 - Bid option","Iwata","Earthbound","","$3,405.5","(None)"
"1 - Bid option","ANDY","Earthbound","","$360.0","(None)"
"1 - Bid option","Coolio","Earthbound","","$110.0","(None)"
"1 - Bid option","Cainin","Earthbound","","$50.0","(None)"
"1 - Bid option","EyeWata","Earthbound","","$50.0","(None)"
"1 - Bid option","Skelzy","Earthbound","","$50.0","(None)"
"1 - Bid option","Parqbench","Earthbound","","$37.0","(None)"
"1 - Bid option","Lil B","Earthbound","","$20.0","(None)"
"1 - Bid option","St. Louis Cardinals","Earthbound","","$1.0","(None)"
"0 - Bid War","Save Malik or let her die.","Deus Ex: Human Revolution","You get to decide someone&#39;s fate.","$2,553.72","(None)"
"1 - Bid option","Save Malik","Deus Ex: Human Revolution","","$2,278.7","(None)"
"1 - Bid option","Let Malik die","Deus Ex: Human Revolution","","$275.0","(None)"
"0 - Bid War","Hello Kitty Roller Rescue","Hello Kitty: Roller Rescue","Normal, birthday, or X-mas (just in time for summer!).","$389.88","(None)"
"1 - Bid option","Birthday","Hello Kitty: Roller Rescue","","$364.8","(None)"
"1 - Bid option","Normal","Hello Kitty: Roller Rescue","","$15.0","(None)"
"1 - Bid option","X-mas","Hello Kitty: Roller Rescue","","$10.0","(None)"
"0 - Donation Goal","2 players, 1 controller","Stretch Panic","Because why not make this game more awkward than it already is.","$1,031.47","$1,000.00"
"0 - Donation Goal","Play Oregon Trail, the true finale to Silly Games Done Quick","BONUS! Oregon Trail","It&#39;s how you learned about cholera and dysentery when you were seven, and all you needed to know about hunting was stand in place and aim in 8 directions. Relive your childhood!","$4,020.23","$4,000.00"
"0 - Donation Goal","Watch the post-credits cutscene","The Wheel of TIme","Intriguing.","$1,025.00","$1,000.00"
"0 - Donation Goal","Change Doom guy to Twitch Doom","Doom: Scythe","Kappa.","$2,482.25","$5,000.00"
"0 - Donation Goal","All collectibles","Quantum Conundrum","For the OCD completionist","$4,008.51","$4,000.00"
"0 - Donation Goal","Blob boost route","Castlevania II: Simon&#39;s Quest","","$2,212.12","$2,000.00"
"0 - Bid War","File name","Castlevania: Rondo of Blood","8 character limit.","$1,644.50","(None)"
"1 - Bid option","Baguette","Castlevania: Rondo of Blood","","$1,025.0","(None)"
"1 - Bid option","Iwata","Castlevania: Rondo of Blood","","$619.5","(None)"
"0 - Bid War","Armor Color","BONUS! Shovel Knight low% (shovel only)","Gotta look stylish. Armor changes upon screen transition","$497.10","(None)"
"1 - Bid option","Purple","BONUS! Shovel Knight low% (shovel only)","","$340.0","(None)"
"1 - Bid option","Black","BONUS! Shovel Knight low% (shovel only)","","$70.0","(None)"
"1 - Bid option","Green","BONUS! Shovel Knight low% (shovel only)","","$52.0","(None)"
"1 - Bid option","Blue","BONUS! Shovel Knight low% (shovel only)","","$25.0","(None)"
"1 - Bid option","Lime Green","BONUS! Shovel Knight low% (shovel only)","","$10.1","(None)"
"0 - Donation Goal","Demonstrate Backwards Zip Glitch","BONUS! Shovel Knight low% (shovel only)","I don&#39;t know what this is, but it sounds fun from the name.","$1,395.00","$2,500.00"
"0 - Bid War","File name","BONUS! Shovel Knight low% (shovel only)","9 character limit.","$1,078.00","(None)"
"1 - Bid option","Grimelios","BONUS! Shovel Knight low% (shovel only)","","$543.0","(None)"
"1 - Bid option","Yukari","BONUS! Shovel Knight low% (shovel only)","","$515.0","(None)"
"1 - Bid option","SVegeta","BONUS! Shovel Knight low% (shovel only)","","$20.0","(None)"
"0 - Donation Goal","Play Shovel Knight low%","BONUS! Shovel Knight low% (shovel only)","i.e. Shovel% The way the game is meant to be played.","$6,137.00","$6,000.00"
"0 - Bid War","Rescue or Leave the Knights","BONUS! Shovel Knight low% (shovel only)","Live up to knighthood or abandon it like the scoundrel you are.","$881.05","(None)"
"1 - Bid option","Rescue","BONUS! Shovel Knight low% (shovel only)","","$561.0","(None)"
"1 - Bid option","Leave","BONUS! Shovel Knight low% (shovel only)","","$320.0","(None)"
"0 - Donation Goal","Hard mode","Mega Man 10","Because Mega Man games are known for being too easy.","$4,065.23","$4,000.00"
"0 - Bid War","Mega Man vs. Bass","Mega Man &amp; Bass (a.k.a. Rockman &amp; Forte)","Do you like &quot;SLIDE! SLIDE!&quot; or &quot;DASH! DASH!&quot;","$3,712.48","(None)"
"1 - Bid option","Mega Man","Mega Man &amp; Bass (a.k.a. Rockman &amp; Forte)","","$2,519.6","(None)"
"1 - Bid option","Bass","Mega Man &amp; Bass (a.k.a. Rockman &amp; Forte)","","$1,192.8","(None)"
"0 - Donation Goal","Legendary difficulty","Halo 3","Because easy mode does not make legends.","$8,526.95","$8,500.00"
"0 - Donation Goal","Glitch showcase","Mario &amp; Luigi: Superstar Saga","I like barrels.","$6,006.50","$6,000.00"
"0 - Bid War","Choose the character","Saints Row: Gat out of Hell","Johnny or Kinzie","$664.50","(None)"
"1 - Bid option","Kinzie","Saints Row: Gat out of Hell","","$555.5","(None)"
"1 - Bid option","Johnny","Saints Row: Gat out of Hell","","$109.0","(None)"
"0 - Bid War","Choose the ending","Saints Row: Gat out of Hell","Yep, you get to choose fate here.","$563.00","(None)"
"1 - Bid option","Become the King of Hell","Saints Row: Gat out of Hell","","$251.0","(None)"
"1 - Bid option","Have all questions answered","Saints Row: Gat out of Hell","","$221.0","(None)"
"1 - Bid option","Reshape the universe","Saints Row: Gat out of Hell","","$91.0","(None)"
"1 - Bid option","Find a new home for the saints.","Saints Row: Gat out of Hell","","$0.0","(None)"
"1 - Bid option","Go to Heaven","Saints Row: Gat out of Hell","","$0.0","(None)"
"0 - Donation Goal","Play the musical number cutscene","Saints Row: Gat out of Hell","Because everything is better when it&#39;s a musical.","$1,741.30","$4,000.00"
"0 - Bid War","Character choice","Zombies Ate My Neighbors","Choose from a 90&#39;s kid, and the most 90&#39;s caricature of a kid you have ever seen.","$1,466.10","(None)"
"1 - Bid option","Zeke","Zombies Ate My Neighbors","","$985.0","(None)"
"1 - Bid option","Julie","Zombies Ate My Neighbors","","$481.1","(None)"
"0 - Donation Goal","100%","Bionic Commando: Rearmed 2","","$3,690.55","$3,600.00"
"0 - Bid War","Can you handle the hype?","Bionic Commando: Rearmed 2","Or is silence golden?","$1,783.28","(None)"
"1 - Bid option","HYPE!","Bionic Commando: Rearmed 2","","$1,700.5","(None)"
"1 - Bid option","Silence","Bionic Commando: Rearmed 2","","$82.7","(None)"
"0 - Donation Goal","Hype mode!","Bionic Commando: Rearmed 2","HYYYYYPE!","$1,604.68","$1,500.00"
"0 - Bid War","Character gender","Fallout","I hope I don&#39;t have to explain this to you.","$1,152.07","(None)"
"1 - Bid option","Female","Fallout","","$1,032.8","(None)"
"1 - Bid option","Male","Fallout","","$119.2","(None)"
"0 - Bid War","Character name","Fallout","11 character limit.","$3,875.36","(None)"
"1 - Bid option","Quarat\xc3\xa9","Fallout","","$1,710.0","(None)"
"1 - Bid option","Jotaro Kujo","Fallout","","$589.0","(None)"
"1 - Bid option","Iwata","Fallout","","$586.1","(None)"
"1 - Bid option","Shamwow","Fallout","","$570.0","(None)"
"1 - Bid option","Jolyne Cujoh","Fallout","","$27.0","(None)"
"1 - Bid option","Sick Uyama","Fallout","","$26.0","(None)"
"1 - Bid option","Timothy Cain","Fallout","","$9.1","(None)"
"0 - Donation Goal","Kill the Overseer","Fallout","","$1,528.38","$1,500.00"
"0 - Bid War","File name","Fallout 3","15 character limit.","$2,134.44","(None)"
"1 - Bid option","TOUHOU HIJACK","Fallout 3","","$568.0","(None)"
"1 - Bid option","Iwata","Fallout 3","","$535.3","(None)"
"1 - Bid option","John Cena","Fallout 3","","$288.0","(None)"
"1 - Bid option","Gaaaarrrryyyyy?","Fallout 3","","$215.0","(None)"
"1 - Bid option","HL3 Confirmed","Fallout 3","","$180.1","(None)"
"1 - Bid option","Apollo Gauntlet","Fallout 3","","$150.0","(None)"
"1 - Bid option","BilboBaggins","Fallout 3","","$50.0","(None)"
"1 - Bid option","Alyx Vance","Fallout 3","","$40.0","(None)"
"1 - Bid option","CaptainWow","Fallout 3","","$30.0","(None)"
"1 - Bid option","Red Bear","Fallout 3","","$12.0","(None)"
"1 - Bid option","FILEDOTBAT","Fallout 3","","$1.0","(None)"
"0 - Donation Goal","Low % bad ending run","Fallout 3","","$4,722.82","$4,000.00"
"0 - Donation Goal","any% run","Elder Scrolls IV: Oblivion","Because glitches.","$7,750.21","$7,500.00"
"0 - Bid War","File name","Elder Scrolls IV: Oblivion","15 character limit.","$1,403.90","(None)"
"1 - Bid option","Dolan pls","Elder Scrolls IV: Oblivion","","$335.9","(None)"
"1 - Bid option","Elijah Wood","Elder Scrolls IV: Oblivion","","$325.0","(None)"
"1 - Bid option","Iwata","Elder Scrolls IV: Oblivion","","$157.0","(None)"
"1 - Bid option","Anenzoras &lt;3","Elder Scrolls IV: Oblivion","","$150.0","(None)"
"1 - Bid option","Deckard","Elder Scrolls IV: Oblivion","","$135.0","(None)"
"1 - Bid option","Rando","Elder Scrolls IV: Oblivion","","$110.0","(None)"
"1 - Bid option","John Cena","Elder Scrolls IV: Oblivion","","$51.0","(None)"
"1 - Bid option","Tombstone Douglas","Elder Scrolls IV: Oblivion","","$40.0","(None)"
"1 - Bid option","Jotaro Kujo","Elder Scrolls IV: Oblivion","","$10.0","(None)"
"0 - Bid War","Choose the Twitch emoticon for the super attack","Dustforce DX","This will determine once and for all, what the true face of twitch is, Kappa or FrankerZ?","$360.00","(None)"
"1 - Bid option","FrankerZ","Dustforce DX","","$295.0","(None)"
"1 - Bid option","Kappa","Dustforce DX","","$65.0","(None)"
"0 - Donation Goal","Play a super hard secret level","Dustforce DX","Because this game isn&#39;t hard enough.","$5,080.00","$5,000.00"
"0 - Donation Goal","Play I Wanna be the Boshy","BONUS! I Wanna be the Boshy","The dollar amount is for how unlucky Witwix will be if he plays the game. Make it happen so both Solgryn games are played!","$13,055.12","$13,000.00"
"0 - Donation Goal","Eden run","Binding of Isaac: Rebirth","","$7,500.00","$7,500.00"
"0 - Donation Goal","100%","Super Mario Bros. 3","More Mario is good mario.","$10,000.00","$10,000.00"
"0 - Donation Goal","Hoverless","Super Mario Sunshine","Taking it back to the Mario 64 days.","$8,020.92","$8,000.00"
"0 - Donation Goal","Luigi&#39;s Mansion race!","BONUS! Luigi&#39;s Mansion race","7500 for the run, another 7500 for 100%.","$7,500.00","$7,500.00"
"0 - Donation Goal","Make the Luigi&#39;s Mansion Race 100%","BONUS! Luigi&#39;s Mansion race"," More Luigi! More Ghosts!","$7,516.43","$7,500.00"
"0 - Donation Goal","Blindfolded run","Pokemon Blue","Gotta blind&#39; em all. Wait a minute, that&#39;s not a good thing.","$15,234.15","$15,100.00"
"0 - Bid War","Bulbasaur name","Pokemon Blue","It probably shouldn&#39;t be Bulbasaur.","$6,916.62","(None)"
"1 - Bid option","Ken Bogard","Pokemon Blue","","$3,163.3","(None)"
"1 - Bid option","Charizard","Pokemon Blue","","$1,872.5","(None)"
"1 - Bid option","Iwata","Pokemon Blue","","$750.2","(None)"
"1 - Bid option","Derp","Pokemon Blue","","$296.0","(None)"
"1 - Bid option","Chuck","Pokemon Blue","","$211.0","(None)"
"1 - Bid option","Bulba Fett","Pokemon Blue","","$130.0","(None)"
"1 - Bid option","Charizerd","Pokemon Blue","","$95.0","(None)"
"1 - Bid option","wixMini","Pokemon Blue","","$74.5","(None)"
"1 - Bid option","Fenix","Pokemon Blue","","$71.0","(None)"
"1 - Bid option","Seedy Character","Pokemon Blue","","$63.0","(None)"
"1 - Bid option","Cecil","Pokemon Blue","","$50.0","(None)"
"1 - Bid option","Kyo","Pokemon Blue","","$40.0","(None)"
"1 - Bid option","Tina","Pokemon Blue","","$40.0","(None)"
"1 - Bid option","ELEVATOR","Pokemon Blue","","$10.0","(None)"
"1 - Bid option","Jamdood","Pokemon Blue","","$10.0","(None)"
"0 - Bid War","Electrode name","Pokemon Blue","","$2,710.48","(None)"
"1 - Bid option","John Cena","Pokemon Blue","","$1,131.8","(None)"
"1 - Bid option","mamilami","Pokemon Blue","","$620.0","(None)"
