"Type","Incentive","Game","Description","Amount","Goal"
"1 - Bid option","MicroMacro","Castlevania: Aria of Sorrow","","$1,100.0","(None)"
"1 - Bid option","MoonMoon","Castlevania: Aria of Sorrow","","$349.0","(None)"
"1 - Bid option","Val","Castlevania: Aria of Sorrow","","$250.0","(None)"
"1 - Bid option","Alucard","Castlevania: Aria of Sorrow","","$175.0","(None)"
"1 - Bid option","Ibuki","Castlevania: Aria of Sorrow","","$155.0","(None)"
"1 - Bid option","Zelda","Castlevania: Aria of Sorrow","","$154.0","(None)"
"1 - Bid option","AGDQ","Castlevania: Aria of Sorrow","","$140.0","(None)"
"1 - Bid option","Godbrand","Castlevania: Aria of Sorrow","","$100.0","(None)"
"1 - Bid option","Linkus7","Castlevania: Aria of Sorrow","","$75.0","(None)"
"1 - Bid option","Chungus","Castlevania: Aria of Sorrow","","$70.0","(None)"
"1 - Bid option","Sans","Castlevania: Aria of Sorrow","","$45.0","(None)"
"1 - Bid option","Fredward","Castlevania: Aria of Sorrow","","$35.0","(None)"
"1 - Bid option","Not Drac","Castlevania: Aria of Sorrow","","$25.0","(None)"
"1 - Bid option","GordJr","Castlevania: Aria of Sorrow","","$15.0","(None)"
"1 - Bid option","GGPO","Castlevania: Aria of Sorrow","","$12.3","(None)"
"1 - Bid option","Redrum","Castlevania: Aria of Sorrow","","$5.0","(None)"
"1 - Bid option","Shore","Castlevania: Aria of Sorrow","","$5.0","(None)"
"1 - Bid option","Snarker","Castlevania: Aria of Sorrow","","$5.0","(None)"
"1 - Bid option","YaBoi","Castlevania: Aria of Sorrow","","$5.0","(None)"
"1 - Bid option","Suguri","Castlevania: Aria of Sorrow","","$2.5","(None)"
"0 - Donation Goal","Glitch Exhibition","Castlevania: Aria of Sorrow","Show off some of the game breaking glitches available after the Castlevania: Aria of Sorrow run.","$5,046.50","$5,000.00"
"0 - Donation Goal","Upgrade to All Bosses","Castlevania: Aria of Sorrow","Change the category of the Castlevania: Aria of Sorrow run to fight All Bosses.","$5,085.00","$5,000.00"
"0 - Donation Goal","BONUS: Castlevania III: Dracula&#39;s Curse","Castlevania III: Dracula&#39;s Curse","Replace SETUP BLOCK 1 with a bonus Any% run of Castlevania III: Dracula&#39;s Curse.","$20,542.76","$20,000.00"
"0 - Donation Goal","Upgrade to Nightmare Difficulty","Bloodstained: Curse of the Moon","Play the Bloodstained: Curse of the Moon run on Nightmare difficulty instead.","$10,255.00","$7,000.00"
"0 - Donation Goal","Glitch Exhibition","Jak 3","Showcase some of the crazy glitches available after the Jak 3 run.","$7,515.00","$7,500.00"
"0 - Donation Goal","Rematch with Agent 3","Splatoon 2: Octo Expansion","Complete the Agent 3 rematch after the Splatoon 2: Octo Expansion run.","$10,039.13","$10,000.00"
"0 - Bid War","Chris vs Jill","Resident Evil","Choose whether Chris Redfield or Jill Valentine is played for the Resident Evil run.","$5,419.75","(None)"
"1 - Bid option","Jill Valentine","Resident Evil","","$3,230.9","(None)"
"1 - Bid option","Chris Redfield","Resident Evil","","$2,188.7","(None)"
"0 - Donation Goal","Dog Ending","Silent Hill 2","Show off the Dog Ending of Silent Hill 2.","$5,092.55","$5,000.00"
"0 - Donation Goal","Complete the Assault Course","Tomb Raider II","If met, the optional Assault Course tutorial level will be completed after the Tomb Raider II run.","$3,678.16","$3,500.00"
"0 - Donation Goal","Couch Commentator Cosplay","NieR: Automata","Have the couch commentators dress up as characters from NieR: Automata, for the NieR: Automata run.","$8,062.91","$8,000.00"
"0 - Bid War","Filename Choice","NieR: Automata","Choose the name given to the save file used for the NieR: Automata run. English characters only. 16 character limit","$16,743.48","(None)"
"1 - Bid option","Chungus","NieR: Automata","","$4,970.0","(None)"
"1 - Bid option","Alex Navarro","NieR: Automata","","$4,969.9","(None)"
"1 - Bid option","2B or not 2B","NieR: Automata","","$3,300.5","(None)"
"1 - Bid option","Near A Tomato","NieR: Automata","","$2,764.0","(None)"
"1 - Bid option","At0mium","NieR: Automata","","$230.0","(None)"
"1 - Bid option","NierHakunaMatata","NieR: Automata","","$100.0","(None)"
"1 - Bid option","Tooby","NieR: Automata","","$60.0","(None)"
"1 - Bid option","AlexStarFree","NieR: Automata","","$50.0","(None)"
"1 - Bid option","Macy","NieR: Automata","","$50.0","(None)"
"1 - Bid option","Pizza Safety","NieR: Automata","","$50.0","(None)"
"1 - Bid option","Splatoon rules","NieR: Automata","","$50.0","(None)"
"1 - Bid option","Alexa","NieR: Automata","","$44.0","(None)"
"1 - Bid option","JetpackJeez","NieR: Automata","","$25.0","(None)"
"1 - Bid option","Free Mang0","NieR: Automata","","$20.0","(None)"
"1 - Bid option","Kirby","NieR: Automata","","$15.0","(None)"
"1 - Bid option","Roman Reigns","NieR: Automata","","$15.0","(None)"
"1 - Bid option","MacGyver","NieR: Automata","","$10.0","(None)"
"1 - Bid option","MetalKnickers","NieR: Automata","","$10.0","(None)"
"1 - Bid option","Tube Bee","NieR: Automata","","$10.0","(None)"
"0 - Donation Goal","Hack A2","NieR: Automata","Show off what happens when you hack A2 instead of defeating her with the sword during the last fight between A2 and 9S of the NieR: Automata run.","$5,014.78","$5,000.00"
"0 - Bid War","Name the Hero","The Battle of Olympus","Choose the name given to the Hero character for the Battle of Olympus run. 6 character limit.","$2,654.01","(None)"
"1 - Bid option","jotaro","The Battle of Olympus","","$770.0","(None)"
"1 - Bid option","Poirot","The Battle of Olympus","","$660.0","(None)"
"1 - Bid option","MicMac","The Battle of Olympus","","$510.0","(None)"
"1 - Bid option","ZeusEx","The Battle of Olympus","","$400.0","(None)"
"1 - Bid option","NoAwoo","The Battle of Olympus","","$51.0","(None)"
"1 - Bid option","EddieP","The Battle of Olympus","","$50.0","(None)"
"1 - Bid option","Vireo","The Battle of Olympus","","$50.0","(None)"
"1 - Bid option","Kronk","The Battle of Olympus","","$45.0","(None)"
"1 - Bid option","Franz","The Battle of Olympus","","$35.0","(None)"
"1 - Bid option","Hank","The Battle of Olympus","","$32.0","(None)"
"1 - Bid option","OhNooo","The Battle of Olympus","","$25.0","(None)"
"1 - Bid option","LONK","The Battle of Olympus","","$15.0","(None)"
"1 - Bid option","Ralsei","The Battle of Olympus","","$11.0","(None)"
"0 - Bid War","Name the Heroine","The Battle of Olympus","Choose the name given to the Heroine for the Battle of Olympus run. 6 character limit.","$1,563.49","(None)"
"1 - Bid option","Agatha","The Battle of Olympus","","$620.0","(None)"
"1 - Bid option","MacMic","The Battle of Olympus","","$500.0","(None)"
"1 - Bid option","Bowset","The Battle of Olympus","","$316.4","(None)"
"1 - Bid option","Fine35","The Battle of Olympus","","$51.0","(None)"
"1 - Bid option","UwU","The Battle of Olympus","","$36.0","(None)"
"1 - Bid option","Freyja","The Battle of Olympus","","$20.0","(None)"
"1 - Bid option","OhYess","The Battle of Olympus","","$20.0","(None)"
"1 - Bid option","Chara","The Battle of Olympus","","$0.0","(None)"
"0 - Donation Goal","Precipice Sing-along","Rayman 2: The Great Escape","Glackum and Spikevegeta will sing along to the music during the Precipice level of the Rayman 2: The Great Escape run.","$5,000.00","$5,000.00"
"0 - Donation Goal","Bonus Any% Run","Bastion","Primorix will compete an Any% run after the Bastion All Story Levels (New Game) run.","$5,002.52","$5,000.00"
"0 - Donation Goal","Upgrade to Insane Difficulty","Momodora: Reverie Under the Moonlight","Change the category for the Momodora: Reverie Under the Moonlight run to AVIB - Insane.","$5,100.47","$5,000.00"
"0 - Donation Goal","Complete the Extra Stages","Sonic Forces","Complete the 7 Bonus &#39;Extra Stages&#39; after the Sonic Forces run.","$7,572.91","$7,500.00"
"0 - Donation Goal","BONUS: Sonic Mania Plus Race","Sonic Mania Plus","Replace SETUP BLOCK 2 with an Encore Mode Any% Race of Sonic Mania Plus between Claris, Joeybaby69 and Zaxon96.","$30,296.62","$30,000.00"
"0 - Bid War","Character Choice","Sanic Ball","Choose the character used for the Sanic Ball run.","$3,652.00","(None)"
"1 - Bid option","Knackles","Sanic Ball","","$2,114.0","(None)"
"1 - Bid option","Sanic","Sanic Ball","","$488.0","(None)"
"1 - Bid option","Vactor","Sanic Ball","","$377.0","(None)"
"1 - Bid option","Asspio","Sanic Ball","","$330.0","(None)"
"1 - Bid option","Shedew","Sanic Ball","","$155.0","(None)"
"1 - Bid option","Ame","Sanic Ball","","$47.0","(None)"
"1 - Bid option","Taels","Sanic Ball","","$46.0","(None)"
"1 - Bid option","Roge","Sanic Ball","","$40.0","(None)"
"1 - Bid option","Bloze","Sanic Ball","","$35.0","(None)"
"1 - Bid option","Sulver","Sanic Ball","","$20.0","(None)"
"0 - Bid War","Sonic vs Blaze","Sonic Rush","Choose between the Sonic and Blaze categories for the Sonic Rush run.","$4,601.87","(None)"
"1 - Bid option","Blaze","Sonic Rush","","$2,728.5","(None)"
"1 - Bid option","Sonic","Sonic Rush","","$1,873.3","(None)"
"0 - Donation Goal","Bonus Culex Fight","Super Mario RPG: Legend of the Seven Stars","Fight Culex after the Super Mario RPG: Legend of the Seven Stars run.","$25,023.26","$25,000.00"
"0 - Bid War","Healing Touch Shape","Trauma Center: Under The Knife 2","For Trauma Center: Under the Knight 2, the Healing Touch ability requires a star to be drawn in order to be used, however other shapes can also be used to trigger this. Choose an alternate to be used.","$1,511.32","(None)"
"1 - Bid option","Butterfly","Trauma Center: Under The Knife 2","","$1,233.5","(None)"
"1 - Bid option","Star","Trauma Center: Under The Knife 2","","$200.0","(None)"
"1 - Bid option","Spiral","Trauma Center: Under The Knife 2","","$77.7","(None)"
"0 - Bid War","Choose Rodney&#39;s Skin","Tony Hawk&#39;s Pro Skater 2X","Choose the skin used by the player character for the Tony Hawk&#39;s Pro Skater 2X run.","$1,697.88","(None)"
"1 - Bid option","Skin 1","Tony Hawk&#39;s Pro Skater 2X","","$1,434.0","(None)"
"1 - Bid option","Skin 2","Tony Hawk&#39;s Pro Skater 2X","","$263.8","(None)"
"0 - Bid War","Name the Character","The Elder Scrolls III: Morrowind","Name the player character for the Elder Scrolls III: Morrowind run.","$15,423.90","(None)"
"1 - Bid option","HoddToward","The Elder Scrolls III: Morrowind","","$5,349.0","(None)"
"1 - Bid option","MicroMacro","The Elder Scrolls III: Morrowind","","$5,316.9","(None)"
"1 - Bid option","Arbys","The Elder Scrolls III: Morrowind","","$1,410.0","(None)"
"1 - Bid option","Gunland Crimes","The Elder Scrolls III: Morrowind","","$550.0","(None)"
"1 - Bid option","Swag_Dracula","The Elder Scrolls III: Morrowind","","$505.0","(None)"
"1 - Bid option","CutieMcMeow","The Elder Scrolls III: Morrowind","","$355.0","(None)"
"1 - Bid option","ToddHoward","The Elder Scrolls III: Morrowind","","$318.0","(None)"
"1 - Bid option","NotFallout76","The Elder Scrolls III: Morrowind","","$282.0","(None)"
"1 - Bid option","Becky Lynch","The Elder Scrolls III: Morrowind","","$280.0","(None)"
"1 - Bid option","Bulk Bogan","The Elder Scrolls III: Morrowind","","$165.0","(None)"
"1 - Bid option","Super King","The Elder Scrolls III: Morrowind","","$123.0","(None)"
"1 - Bid option","Big Jeffery","The Elder Scrolls III: Morrowind","","$115.0","(None)"
"1 - Bid option","Blackmane","The Elder Scrolls III: Morrowind","","$100.0","(None)"
"1 - Bid option","FeelsBadMan","The Elder Scrolls III: Morrowind","","$100.0","(None)"
"1 - Bid option","Jiub","The Elder Scrolls III: Morrowind","","$90.0","(None)"
"1 - Bid option","Bucket","The Elder Scrolls III: Morrowind","","$75.0","(None)"
"1 - Bid option","Sweetroll","The Elder Scrolls III: Morrowind","","$40.0","(None)"
"1 - Bid option","Princess Leia","The Elder Scrolls III: Morrowind","","$35.0","(None)"
"1 - Bid option","Gregg Rulz Ok","The Elder Scrolls III: Morrowind","","$30.0","(None)"
"1 - Bid option","M&#39;aiq","The Elder Scrolls III: Morrowind","","$30.0","(None)"
"1 - Bid option","Broken Matt","The Elder Scrolls III: Morrowind","","$25.0","(None)"
"1 - Bid option","SirGlitchALot","The Elder Scrolls III: Morrowind","","$25.0","(None)"
"1 - Bid option","HorseTilting","The Elder Scrolls III: Morrowind","","$20.0","(None)"
"1 - Bid option","Poot Lovato","The Elder Scrolls III: Morrowind","","$15.0","(None)"
"1 - Bid option","Yensid","The Elder Scrolls III: Morrowind","","$15.0","(None)"
"1 - Bid option","New-Shoes Bragor","The Elder Scrolls III: Morrowind","","$10.0","(None)"
"1 - Bid option","Ricardo","The Elder Scrolls III: Morrowind","","$10.0","(None)"
"1 - Bid option","Tai Ho","The Elder Scrolls III: Morrowind","","$10.0","(None)"
"1 - Bid option","GASHU","The Elder Scrolls III: Morrowind","","$5.0","(None)"
"1 - Bid option","Level 35 Boss","The Elder Scrolls III: Morrowind","","$5.0","(None)"
"1 - Bid option","Ramses","The Elder Scrolls III: Morrowind","","$5.0","(None)"
"1 - Bid option","Skyrim","The Elder Scrolls III: Morrowind","","$5.0","(None)"
"1 - Bid option","Willa Mae","The Elder Scrolls III: Morrowind","","$5.0","(None)"
"0 - Bid War","Choose the Main Character","Guacamelee! 2","Choose the character used for the Guacamelee! 2 run.","$2,657.50","(None)"
"1 - Bid option","Toastada","Guacamelee! 2","","$1,201.0","(None)"
"1 - Bid option","X&#39;Tabay","Guacamelee! 2","","$1,035.0","(None)"
"1 - Bid option","Uay Chivo","Guacamelee! 2","","$296.5","(None)"
"1 - Bid option","Juan","Guacamelee! 2","","$125.0","(None)"
"0 - Donation Goal","Handcam","Semblance","Set up a handcam for Halfcoordinated&#39;s Semblance run.","$8,347.17","$7,500.00"
"0 - Donation Goal","BONUS: Octopath Traveler","Octopath Traveler","Replace SETUP BLOCK 3 with a Single Story RTA (Tressa) run of Octopath Traveler by murmilio.","$60,498.04","$60,000.00"
"0 - Donation Goal","Yoku Man Stage","Mega Man Unlimited","Play through the hardest optional stage in Mega Man Unlimited.","$10,065.83","$10,000.00"
"0 - Bid War","CGA vs VGA","Mega Man (DOS)","Choose the visual standard used for the Mega Man DOS run.","$6,232.54","(None)"
"1 - Bid option","CGA","Mega Man (DOS)","","$4,366.8","(None)"
"1 - Bid option","VGA","Mega Man (DOS)","","$1,865.7","(None)"
"0 - Donation Goal","Wrong Number, Try Again","Avoid the Noid","Show off what happens if you pick up the wrong telephone in Avoid the Noid.","$3,015.19","$2,999.99"
"0 - Donation Goal","Upgrade to 101%","Virtual Hydlide","Upgrade the Virtual Hydlide run to 101%, involving a bonus minecart ride, and assembling the most fashionable outfit the game has to offer.","$5,020.00","$5,000.00"
"0 - Donation Goal","&#39;Upgrade&#39; to Warpless","Mohawk &amp; Headphone Jack","Change the category for the Mohawk and Headphone Jack run to Warpless.","$8,076.71","$8,000.00"
"0 - Donation Goal","Enable Voice Acting","Star Wars Episode I: The Phantom Menace","Voice acting is usually disabled for time purposes, but we can switch it on to show off the interesting voice lines during the Star Wars Episode 1: The Phantom Menace run.","$5,184.50","$5,000.00"
"0 - Donation Goal","Upgrade to Warpless","Sword of Sodan","Change the category of the Sword of Sodan run to Warpless.","$3,147.57","$3,000.00"
"0 - Donation Goal","Change to W-Fist Mode","Trio the Punch: Never Forget Me","Change the category for the Trio the Punch: Never Forget Me run to W-Fist%.","$5,283.05","$5,000.00"
"0 - Donation Goal","Upgrade to Extreme Ooze Max","Chex Quest","Change the category for the Chex Quest run to Extreme Ooze Max, which involves finding every secret and &#39;zorching&#39; every flemoid.","$7,771.54","$7,500.00"
"0 - Donation Goal","BONUS: Cuphead","Cuphead","Replace SETUP BLOCK 4 with an All S+P Grades run of Cuphead by TheMexicanRunner.","$75,263.64","$75,000.00"
"0 - Bid War","Filename Choice","Celeste","Choose the name used for the save file in the Celeste run. 12 characters maximum.","$13,955.83","(None)"
"1 - Bid option","Charlotte","Celeste","","$5,447.0","(None)"
"1 - Bid option","Lena","Celeste","","$3,412.3","(None)"
"1 - Bid option","TwentyBiTeen","Celeste","","$2,565.2","(None)"
"1 - Bid option","AlexNavarro","Celeste","","$665.0","(None)"
"1 - Bid option","Yee","Celeste","","$380.0","(None)"
"1 - Bid option","POGGERS!","Celeste","","$377.0","(None)"
"1 - Bid option","AAAAAAAAAAAA","Celeste","","$211.0","(None)"
"1 - Bid option","Butt","Celeste","","$195.0","(None)"
"1 - Bid option","My Dude","Celeste","","$100.0","(None)"
"1 - Bid option","Strawbreries","Celeste","","$100.0","(None)"
"1 - Bid option","Truckstick","Celeste","","$75.0","(None)"
"1 - Bid option","DanceGuy","Celeste","","$70.0","(None)"
"1 - Bid option","Not Celeste","Celeste","","$60.0","(None)"
"1 - Bid option","Patrick","Celeste","","$60.0","(None)"
"1 - Bid option","DemoDash","Celeste","","$40.0","(None)"
"1 - Bid option","Wiggle","Celeste","","$38.0","(None)"
"1 - Bid option","Treehouse","Celeste","","$35.0","(None)"
"1 - Bid option","Lisa","Celeste","","$30.0","(None)"
"1 - Bid option","Daybreaker","Celeste","","$22.2","(None)"
"1 - Bid option","GoatHugger","Celeste","","$20.0","(None)"
"1 - Bid option","Kathryn","Celeste","","$20.0","(None)"
"1 - Bid option","ARBYS","Celeste","","$13.0","(None)"
"1 - Bid option","FrozenPeak","Celeste","","$10.0","(None)"
"1 - Bid option","Gwandpa","Celeste","","$10.0","(None)"
"0 - Bid War","Filename Choice","The Legend of Zelda: The Wind Waker HD","Choose the name given to the save file for the Legend of Zelda: Wind Waker HD run. 8 characters maximum.","$30,003.37","(None)"
"1 - Bid option","My Dude","The Legend of Zelda: The Wind Waker HD","","$15,434.9","(None)"
"1 - Bid option","Lonk","The Legend of Zelda: The Wind Waker HD","","$6,461.2","(None)"
"1 - Bid option","BanNed","The Legend of Zelda: The Wind Waker HD","","$2,162.0","(None)"
"1 - Bid option","Bear","The Legend of Zelda: The Wind Waker HD","","$1,811.0","(None)"
"1 - Bid option","Hanko","The Legend of Zelda: The Wind Waker HD","","$1,691.0","(None)"
"1 - Bid option","Pausa","The Legend of Zelda: The Wind Waker HD","","$555.0","(None)"
"1 - Bid option","My Dood","The Legend of Zelda: The Wind Waker HD","","$365.0","(None)"
"1 - Bid option","Zelda","The Legend of Zelda: The Wind Waker HD","","$263.4","(None)"
"1 - Bid option","OniiChan","The Legend of Zelda: The Wind Waker HD","","$248.0","(None)"
"1 - Bid option","Mang0","The Legend of Zelda: The Wind Waker HD","","$200.0","(None)"
"1 - Bid option","Cantelop","The Legend of Zelda: The Wind Waker HD","","$139.6","(None)"
"1 - Bid option","Ya Boi","The Legend of Zelda: The Wind Waker HD","","$130.0","(None)"
"1 - Bid option","MyDude","The Legend of Zelda: The Wind Waker HD","","$100.0","(None)"
"1 - Bid option","Epona","The Legend of Zelda: The Wind Waker HD","","$90.0","(None)"
"1 - Bid option","ARBYS","The Legend of Zelda: The Wind Waker HD","","$67.0","(None)"
"1 - Bid option","Zolda","The Legend of Zelda: The Wind Waker HD","","$60.0","(None)"
"1 - Bid option","Carl","The Legend of Zelda: The Wind Waker HD","","$55.0","(None)"
"1 - Bid option","DudeMy","The Legend of Zelda: The Wind Waker HD","","$25.0","(None)"
"1 - Bid option","Otten","The Legend of Zelda: The Wind Waker HD","","$25.0","(None)"
"1 - Bid option","Ryan","The Legend of Zelda: The Wind Waker HD","","$25.0","(None)"
"1 - Bid option","Smile :)","The Legend of Zelda: The Wind Waker HD","","$25.0","(None)"
"1 - Bid option","Meemu","The Legend of Zelda: The Wind Waker HD","","$10.0","(None)"
"1 - Bid option","ORB","The Legend of Zelda: The Wind Waker HD","","$10.0","(None)"
"1 - Bid option","Oscar","The Legend of Zelda: The Wind Waker HD","","$10.0","(None)"
"1 - Bid option","PeterPan","The Legend of Zelda: The Wind Waker HD","","$10.0","(None)"
"1 - Bid option","Salt","The Legend of Zelda: The Wind Waker HD","","$10.0","(None)"
"1 - Bid option","Horatio","The Legend of Zelda: The Wind Waker HD","","$5.0","(None)"
"1 - Bid option","IhasWind","The Legend of Zelda: The Wind Waker HD","","$5.0","(None)"
"1 - Bid option","UffLink","The Legend of Zelda: The Wind Waker HD","","$5.0","(None)"
"1 - Bid option","WeLuvNed","The Legend of Zelda: The Wind Waker HD","","$5.0","(None)"
"0 - Bid War","Wear the Hero&#39;s Charm?","The Legend of Zelda: The Wind Waker HD","Decide whether or not Link should wear the Hero&#39;s Charm during the Legend of Zelda: Wind Waker HD run.","$5,337.50","(None)"
"1 - Bid option","Wear it","The Legend of Zelda: The Wind Waker HD","","$4,827.5","(None)"
"1 - Bid option","Don&#39;t wear it","The Legend of Zelda: The Wind Waker HD","","$510.0","(None)"
"0 - Donation Goal","Showcase the True Final Boss","Pac-Man: Championship Edition 2","Fight the True Final Boss, usually only fought in 100%, after the Pac-Man: Championship Edition 2 run.","$7,780.06","$7,500.00"
"0 - Bid War","Filename Choice","Klonoa: Door to Phantomile","Choose the filename used for the Klonoa: Door to Phantomile run. 8 characters maximum.","$1,919.00","(None)"
"1 - Bid option","ORB!","Klonoa: Door to Phantomile","","$1,071.0","(None)"
"1 - Bid option","Caltrop","Klonoa: Door to Phantomile","","$277.0","(None)"
"1 - Bid option","WAHOO","Klonoa: Door to Phantomile","","$260.0","(None)"
"1 - Bid option","BUNMAN","Klonoa: Door to Phantomile","","$150.0","(None)"
"1 - Bid option","Prizes","Klonoa: Door to Phantomile","","$50.0","(None)"
"1 - Bid option","Ear Boy","Klonoa: Door to Phantomile","","$35.0","(None)"
"1 - Bid option","PooPoo","Klonoa: Door to Phantomile","","$25.0","(None)"
"1 - Bid option","Kefka","Klonoa: Door to Phantomile","","$20.0","(None)"
"1 - Bid option","Feverish","Klonoa: Door to Phantomile","","$15.0","(None)"
"1 - Bid option","ARBYS","Klonoa: Door to Phantomile","","$11.0","(None)"
"1 - Bid option","MANBUN","Klonoa: Door to Phantomile","","$5.0","(None)"
"0 - Donation Goal","Operatic Aria","Ratchet &amp; Clank: Up Your Arsenal","Xem, a classically trained opera singer, will sing an operatic aria called &quot;A Warm Night&quot; after his Ratchet and Clank: Up your Arsenal run.","$10,253.37","$10,000.00"
"0 - Bid War","Choose the Amazon&#39;s Name","Diablo 2: Lord of Destruction","Choose the name given to the Amazon used as the player character for the Diablo 2: Lord of Destruction run. 15 character limit","$8,239.64","(None)"
"1 - Bid option","Amerzone","Diablo 2: Lord of Destruction","","$2,549.0","(None)"
"1 - Bid option","ChrisWilson","Diablo 2: Lord of Destruction","","$2,420.0","(None)"
"1 - Bid option","TwitchPrime","Diablo 2: Lord of Destruction","","$811.0","(None)"
"1 - Bid option","Diablette","Diablo 2: Lord of Destruction","","$678.0","(None)"
"1 - Bid option","Muffin","Diablo 2: Lord of Destruction","","$380.0","(None)"
"1 - Bid option","BeckyLynch","Diablo 2: Lord of Destruction","","$190.0","(None)"
"1 - Bid option","MobilePhone","Diablo 2: Lord of Destruction","","$170.0","(None)"
"1 - Bid option","Kefka","Diablo 2: Lord of Destruction","","$105.0","(None)"
"1 - Bid option","ARBYS","Diablo 2: Lord of Destruction","","$100.0","(None)"
"1 - Bid option","Undyne","Diablo 2: Lord of Destruction","","$86.0","(None)"
"1 - Bid option","Llamazon","Diablo 2: Lord of Destruction","","$80.6","(None)"
"1 - Bid option","Diablo","Diablo 2: Lord of Destruction","","$80.0","(None)"
"1 - Bid option","Felicity","Diablo 2: Lord of Destruction","","$60.0","(None)"
"1 - Bid option","Iderah","Diablo 2: Lord of Destruction","","$50.0","(None)"
"1 - Bid option","PamDaDestroya","Diablo 2: Lord of Destruction","","$50.0","(None)"
"1 - Bid option","Prime","Diablo 2: Lord of Destruction","","$50.0","(None)"
