"Type","Incentive","Game","Description","Amount","Goal"
"1 - Bid option","Valvatorez (Disgaea 4)","Disgaea 5: Alliance of Vengeance","","$50.0","(None)"
"0 - Donation Goal","Show off Nisa","Disgaea 5: Alliance of Vengeance","If met, GreenZSaber will grab the DLC Character Nisa, from the Neptunia series, and show off some of her skills during the Disgaea 5 run.","$3,025.00","$5,000.00"
"0 - Donation Goal","Bonus Silver Lake Mission Mode Level","Pikmin 3","If met, 360ChrisM will play through the Silver Lake Mission Mode level after his Pikmin 3 run.","$5,028.46","$5,000.00"
"0 - Donation Goal","Alternate Costume","Enter The Gungeon","If met, teddyras will use the alternate costume for the Enter the Gungeon run.","$5,047.24","$5,000.00"
"0 - Donation Goal","BONUS: Mega Man X2 Buster Only","Mega Man X2","If met, we will replace SETUP BLOCK 1 with a bonus run of Mega Man X2 buster only by darrenvile.","$25,290.55","$25,000.00"
"0 - Donation Goal","Real Survival Difficulty","Resident Evil HD Remaster","If met, Pessimism will play on Real Survival difficulty for the Resident Evil HD Remaster run.","$7,531.39","$7,500.00"
"0 - Bid War","Language","The Simpsons: Hit &amp; Run","Choose the language used for The Simpsons: Hit &amp; Run.","$11,028.98","(None)"
"1 - Bid option","French","The Simpsons: Hit &amp; Run","","$5,374.9","(None)"
"1 - Bid option","German","The Simpsons: Hit &amp; Run","","$4,736.9","(None)"
"1 - Bid option","English","The Simpsons: Hit &amp; Run","","$847.0","(None)"
"1 - Bid option","Spanish","The Simpsons: Hit &amp; Run","","$70.0","(None)"
"0 - Bid War","Character Choice","Castlevania: Bloodlines","Choose between John Morris (whip guy) and Eric Lecarde (spear guy) for the Castlevania: Bloodlines run.","$5,764.00","(None)"
"1 - Bid option","John Morris","Castlevania: Bloodlines","","$2,990.0","(None)"
"1 - Bid option","Eric Lecarde","Castlevania: Bloodlines","","$2,774.0","(None)"
"0 - Bid War","Fighter Mode vs Magician Mode","Castlevania: Circle of the Moon","Choose between Fighter Mode and Magician Mode for the Castlevania: Circle of the Moon run.","$5,897.76","(None)"
"1 - Bid option","Magician Mode","Castlevania: Circle of the Moon","","$3,087.7","(None)"
"1 - Bid option","Fighter Mode","Castlevania: Circle of the Moon","","$2,810.0","(None)"
"0 - Bid War","Hero Name","Dragon Warrior III","Choose the Hero&#39;s Name for the Dragon Warrior III run. 8 character limit, and no numbers allowed.","$5,795.68","(None)"
"1 - Bid option","Command?","Dragon Warrior III","","$1,994.9","(None)"
"1 - Bid option","Dona&#39;tor","Dragon Warrior III","","$860.0","(None)"
"1 - Bid option","Waluigi","Dragon Warrior III","","$640.0","(None)"
"1 - Bid option","Klace","Dragon Warrior III","","$635.0","(None)"
"1 - Bid option","Arbys","Dragon Warrior III","","$465.6","(None)"
"1 - Bid option","HOIb","Dragon Warrior III","","$205.0","(None)"
"1 - Bid option","Crono","Dragon Warrior III","","$200.0","(None)"
"1 - Bid option","Pojo","Dragon Warrior III","","$150.0","(None)"
"1 - Bid option","BURGER","Dragon Warrior III","","$120.0","(None)"
"1 - Bid option","Sean","Dragon Warrior III","","$65.0","(None)"
"1 - Bid option","Chocobo","Dragon Warrior III","","$55.0","(None)"
"1 - Bid option","Beru","Dragon Warrior III","","$50.0","(None)"
"1 - Bid option","Brono","Dragon Warrior III","","$50.0","(None)"
"1 - Bid option","Chocochw","Dragon Warrior III","","$50.0","(None)"
"1 - Bid option","FrankerZ","Dragon Warrior III","","$50.0","(None)"
"1 - Bid option","HorseEgg","Dragon Warrior III","","$30.0","(None)"
"1 - Bid option","JohnCena","Dragon Warrior III","","$30.0","(None)"
"1 - Bid option","Loto","Dragon Warrior III","","$30.0","(None)"
"1 - Bid option","Scrungo","Dragon Warrior III","","$30.0","(None)"
"1 - Bid option","keizaron","Dragon Warrior III","","$25.0","(None)"
"1 - Bid option","Roofus","Dragon Warrior III","","$25.0","(None)"
"1 - Bid option","Bubbles","Dragon Warrior III","","$20.0","(None)"
"1 - Bid option","Xantor","Dragon Warrior III","","$15.0","(None)"
"0 - Donation Goal","Slime Ending Glitch","Dragon Warrior III","If met, vaxherd will show off the Slime Ending glitch at the end of the Dragon Warrior III run.","$7,602.61","$7,500.00"
"0 - Donation Goal","BONUS: Sonic 3 and Knuckles (Sonic)","Sonic 3 and Knuckles","If met, we will replace SETUP BLOCK 2 with a Sonic 3 and Knuckles Sonic run by mike89.","$30,000.00","$30,000.00"
"0 - Donation Goal","Blindfolded Demise","The Legend of Zelda: Skyward Sword","If met, gymnast86 will fight the final boss of the Legend of Zelda: Skyward Sword run, Demise, while blindfolded.","$15,009.14","$15,000.00"
"0 - Bid War","Filename","The Legend of Zelda: Skyward Sword","Choose the Filename used for the Legend of Zelda: Skyward Sword run. 8 character limit.","$11,684.56","(None)"
"1 - Bid option","my dude,","The Legend of Zelda: Skyward Sword","","$4,169.4","(None)"
"1 - Bid option","Dona&#39;tor","The Legend of Zelda: Skyward Sword","","$2,723.5","(None)"
"1 - Bid option","Waluigi","The Legend of Zelda: Skyward Sword","","$2,265.5","(None)"
"1 - Bid option","Iwata","The Legend of Zelda: Skyward Sword","","$792.5","(None)"
"1 - Bid option","Propane","The Legend of Zelda: Skyward Sword","","$300.0","(None)"
"1 - Bid option","Zelda","The Legend of Zelda: Skyward Sword","","$300.0","(None)"
"1 - Bid option","Zelder","The Legend of Zelda: Skyward Sword","","$265.0","(None)"
"1 - Bid option","Lonk","The Legend of Zelda: Skyward Sword","","$198.5","(None)"
"1 - Bid option","Lilly","The Legend of Zelda: Skyward Sword","","$125.0","(None)"
"1 - Bid option","Linkle","The Legend of Zelda: Skyward Sword","","$115.0","(None)"
"1 - Bid option","ARBYS","The Legend of Zelda: Skyward Sword","","$60.0","(None)"
"1 - Bid option","Senpai","The Legend of Zelda: Skyward Sword","","$60.0","(None)"
"1 - Bid option","Revali","The Legend of Zelda: Skyward Sword","","$50.0","(None)"
"1 - Bid option","Sword","The Legend of Zelda: Skyward Sword","","$50.0","(None)"
"1 - Bid option","Sakurai","The Legend of Zelda: Skyward Sword","","$40.0","(None)"
"1 - Bid option","...","The Legend of Zelda: Skyward Sword","","$35.0","(None)"
"1 - Bid option","David","The Legend of Zelda: Skyward Sword","","$25.0","(None)"
"1 - Bid option","Oh No","The Legend of Zelda: Skyward Sword","","$25.0","(None)"
"1 - Bid option","Scruggs","The Legend of Zelda: Skyward Sword","","$25.0","(None)"
"1 - Bid option","nL Slip","The Legend of Zelda: Skyward Sword","","$15.0","(None)"
"1 - Bid option","pie5","The Legend of Zelda: Skyward Sword","","$15.0","(None)"
"1 - Bid option","Capaldi","The Legend of Zelda: Skyward Sword","","$10.0","(None)"
"1 - Bid option","Veronica","The Legend of Zelda: Skyward Sword","","$10.0","(None)"
"1 - Bid option","Hector","The Legend of Zelda: Skyward Sword","","$5.0","(None)"
"1 - Bid option","koffkoff","The Legend of Zelda: Skyward Sword","","$5.0","(None)"
"0 - Donation Goal","Play with an English Translation Patch","Sylvan Tale","If met, we will use an English translation patch for the Sylvan Tale run.","$5,000.57","$5,000.00"
"0 - Bid War","Story Mode File Names","Super Monkey Ball 2","Choose the file names used for the Super Monkey Ball 2. 6 character limit, no lowercase w. If bonus race is met, top two are chosen for race files.","$2,533.00","(None)"
"1 - Bid option","Zaius","Super Monkey Ball 2","","$1,180.0","(None)"
"1 - Bid option","Marcel","Super Monkey Ball 2","","$501.0","(None)"
"1 - Bid option","Geoffy","Super Monkey Ball 2","","$330.0","(None)"
"1 - Bid option","Xantor","Super Monkey Ball 2","","$125.0","(None)"
"1 - Bid option","OhNo","Super Monkey Ball 2","","$100.0","(None)"
"1 - Bid option","BoBp","Super Monkey Ball 2","","$87.0","(None)"
"1 - Bid option","2B","Super Monkey Ball 2","","$60.0","(None)"
"1 - Bid option","Aaron","Super Monkey Ball 2","","$59.0","(None)"
"1 - Bid option","Prolix","Super Monkey Ball 2","","$35.0","(None)"
"1 - Bid option","Naruto","Super Monkey Ball 2","","$30.0","(None)"
"1 - Bid option","Jeff","Super Monkey Ball 2","","$26.0","(None)"
"0 - Donation Goal","BONUS: Super Monkey Ball 2: Monkeyed Ball Race","Super Monkey Ball 2: Monkeyed Ball","If met, we will replace SETUP BLOCK 3 with a Super Monkey Ball 2: Monkeyed Ball race between Geoff and Yutori.","$36,095.37","$36,000.00"
"0 - Bid War","Choose the Character&#39;s Face","High Hell","Choose the face used for the player character in the High Hell run.","$1,551.00","(None)"
"1 - Bid option","Literally the runner&#39;s face","High Hell","","$1,201.0","(None)"
"1 - Bid option","BobRoss","High Hell","","$235.0","(None)"
"1 - Bid option","FrankerZ","High Hell","","$85.0","(None)"
"1 - Bid option","Kappa","High Hell","","$30.0","(None)"
"0 - Donation Goal","Upgrade to 100%","High Hell","If met, we will upgrade the category for High Hell to 100%.","$3,348.37","$5,000.00"
"0 - Bid War","Save or Kill Meryl","Metal Gear Solid: The Twin Snakes","During the Metal Gear Solid: The Twin Snakes run, we have the opportunity to either save Meryl or leave her to die at the hands of Revolver Ocelot. You decide!","$21,400.51","(None)"
"1 - Bid option","Save Meryl","Metal Gear Solid: The Twin Snakes","","$11,476.9","(None)"
"1 - Bid option","Kill Meryl","Metal Gear Solid: The Twin Snakes","","$9,923.5","(None)"
"0 - Donation Goal","Upgrade to 100%","Cuphead","Upgrade the All Flags Cuphead run to a 100% run.","$20,141.55","$20,000.00"
"0 - Donation Goal","BONUS: Pepsiman Any% with Cutscenes","Pepsiman","If met, we will replace SETUP BLOCK 4 with a Pepsiman Any% with Cutscenes run by theboyks.","$45,994.20","$45,000.00"
"0 - Donation Goal","Glorious FMV Intro Cutscene","Yo! Noid 2","If met, the glorious Yo! Noid 2 FMV intro cutscene will not be skipped.","$4,193.00","$4,000.00"
"0 - Donation Goal","Maddies Challenge","A Story About my Uncle","During the A Story About My Uncle run, the player character is told that they cannot cross a certain obstacle without use of their grapple. The challenge is to prove that wrong.","$5,000.69","$5,000.00"
"0 - Bid War","Filenames","The Legend of Zelda","Choose the save file names that will be used in the Legend of Zelda race. 8 character limit, top nine are chosen.","$34,690.42","(None)"
"1 - Bid option","Volkor","The Legend of Zelda","","$21,994.5","(None)"
"1 - Bid option","Lonk","The Legend of Zelda","","$2,376.1","(None)"
"1 - Bid option","BeeKaay","The Legend of Zelda","","$1,410.0","(None)"
"1 - Bid option","2nd Place","The Legend of Zelda","","$1,185.7","(None)"
"1 - Bid option","MEOW","The Legend of Zelda","","$1,083.0","(None)"
"1 - Bid option","PIG EGG","The Legend of Zelda","","$1,000.0","(None)"
"1 - Bid option","banana","The Legend of Zelda","","$841.0","(None)"
"1 - Bid option","Andy","The Legend of Zelda","","$745.0","(None)"
"1 - Bid option","Wakanda","The Legend of Zelda","","$607.5","(None)"
"1 - Bid option","Waluigi","The Legend of Zelda","","$416.0","(None)"
"1 - Bid option","slurmp","The Legend of Zelda","","$260.0","(None)"
"1 - Bid option","!Bowly","The Legend of Zelda","","$250.0","(None)"
"1 - Bid option","gamer","The Legend of Zelda","","$250.0","(None)"
"1 - Bid option","Tony","The Legend of Zelda","","$250.0","(None)"
"1 - Bid option","My mans","The Legend of Zelda","","$225.0","(None)"
"1 - Bid option","Arbys","The Legend of Zelda","","$197.0","(None)"
"1 - Bid option","THEROCK","The Legend of Zelda","","$188.8","(None)"
"1 - Bid option","Rosalina","The Legend of Zelda","","$150.0","(None)"
"1 - Bid option","Monty","The Legend of Zelda","","$150.0","(None)"
"1 - Bid option","Papa Ewy","The Legend of Zelda","","$150.0","(None)"
"1 - Bid option","Bort","The Legend of Zelda","","$120.0","(None)"
"1 - Bid option","Zelda","The Legend of Zelda","","$90.0","(None)"
"1 - Bid option","Dona&#39;tor","The Legend of Zelda","","$85.0","(None)"
"1 - Bid option","...","The Legend of Zelda","","$70.0","(None)"
"1 - Bid option","TB","The Legend of Zelda","","$70.0","(None)"
"1 - Bid option","Bonk","The Legend of Zelda","","$65.0","(None)"
"1 - Bid option","Medli","The Legend of Zelda","","$65.0","(None)"
"1 - Bid option","Zorldo","The Legend of Zelda","","$65.0","(None)"
"1 - Bid option","MOTHER 3","The Legend of Zelda","","$60.0","(None)"
"1 - Bid option","Quackers","The Legend of Zelda","","$55.0","(None)"
"1 - Bid option","Dink","The Legend of Zelda","","$30.0","(None)"
"1 - Bid option","Pepsiman","The Legend of Zelda","","$30.0","(None)"
"1 - Bid option","Red Link","The Legend of Zelda","","$30.0","(None)"
"1 - Bid option","Mario","The Legend of Zelda","","$25.0","(None)"
"1 - Bid option","Vio","The Legend of Zelda","","$25.0","(None)"
"1 - Bid option","Doggos","The Legend of Zelda","","$20.0","(None)"
"1 - Bid option","Dlorph","The Legend of Zelda","","$10.0","(None)"
"1 - Bid option","El Bato","The Legend of Zelda","","$10.0","(None)"
"1 - Bid option","MADELINE","The Legend of Zelda","","$10.0","(None)"
"1 - Bid option","BORD","The Legend of Zelda","","$5.5","(None)"
"1 - Bid option","A_Nut","The Legend of Zelda","","$5.0","(None)"
"1 - Bid option","Asuka","The Legend of Zelda","","$5.0","(None)"
"1 - Bid option","Gashu!","The Legend of Zelda","","$5.0"," (None)"
"1 - Bid option","Moonmoon","The Legend of Zelda","","$5.0","(None)"
"0 - Bid War","Choose the Animal Companion","The Legend of Zelda: Oracle of Seasons","Choose the Animal Companion used for The Legend of Zelda: Oracle of Seasons run.","$8,705.71","(None)"
"1 - Bid option","Dimitri the Dodongo","The Legend of Zelda: Oracle of Seasons","","$3,571.0","(None)"
"1 - Bid option","Moosh the Bear","The Legend of Zelda: Oracle of Seasons","","$2,918.7","(None)"
"1 - Bid option","Ricky the Kangaroo","The Legend of Zelda: Oracle of Seasons","","$2,216.0","(None)"
"0 - Bid War","Bring Luigi to the Party?","Paper Mario","Princess Peach is throwing a party! We can either bring our brother Luigi, or ditch him to sit by himself. Alone.","$14,871.35","(None)"
"1 - Bid option","Bring Luigi","Paper Mario","","$7,516.1","(None)"
"1 - Bid option","Ditch Luigi","Paper Mario","","$7,355.1","(None)"
"0 - Donation Goal","Collect the Attack FX B Badge","Paper Mario","If met, imglower will collect the Attack FX B badge during his Paper Mario run, which affects the jump and hammer sound effects.","$7,518.67","$7,500.00"
"0 - Donation Goal","Glitch Exhibition","Paper Mario","If met, imglower will show off some of the glitches possible after his Paper Mario run.","$15,195.21","$15,000.00"
"0 - Donation Goal","Save Jock","Deus Ex","If met, Heinki will Save Jock and show off the classic A Bomb cutscene during the Deus Ex run.","$5,044.24","$5,000.00"
"0 - Donation Goal","A Criminals Past DLC","Deus Ex Mankind Divided","If met, Heinki will play the A Criminals Past DLC during the Deus Ex: Mankind Divided run.","$10,144.00","$10,000.00"
"0 - Bid War","Determine the Typhon&#39;s Fate","Prey (2017)","Bethesda Softworks has graciously granted us the opportunity to determine the new operator that will be added in their newest DLC, Prey: Mooncrash. All you need to do is donate to determine whether we will be killing or saving the Typhon. https://i.imgur.com/sRoEBc3.png","$2,255.15","(None)"
"1 - Bid option","Save the Typhon","Prey (2017)","","$1,625.0","(None)"
"1 - Bid option","Kill the Typhon","Prey (2017)","","$630.1","(None)"
"0 - Bid War","Male vs Female Character","Prey (2017)","Choose between the Male or Female player characters for the Prey run.","$1,675.50","(None)"
"1 - Bid option","Female","Prey (2017)","","$1,545.5","(None)"
"1 - Bid option","Male","Prey (2017)","","$130.0","(None)"
"0 - Donation Goal","Bonus SMB1 Any% 1 Handed","Super Mario Bros.","If met, Kosmic will run through Super Mario Bros. 1 Any% using only one hand after the Super Mario Bros. Warpless race.","$20,668.58","$20,000.00"
"0 - Donation Goal","Fast Red Switch","Super Mario World","If met, rezephos will do the Fast Red Switch strat for the Super Mario World run.","$10,347.78","$10,000.00"
"0 - Donation Goal","Bonus Tracks","Mario Kart 8 Deluxe","If met, AeonFrodo will complete the 16 Bonus Tracks after the Mario Kart 8 Deluxe run.","$31,290.77","$30,000.00"
"0 - Bid War","Character Choice","Mario Kart 8 Deluxe","Choose the Character used for the Mario Kart 8 Deluxe run.","$11,021.69","(None)"
"1 - Bid option","Rosalina","Mario Kart 8 Deluxe","","$5,260.0","(None)"
"1 - Bid option","King Boo","Mario Kart 8 Deluxe","","$3,531.6","(None)"
"1 - Bid option","Link","Mario Kart 8 Deluxe","","$832.0","(None)"
"1 - Bid option","Pink Gold Peach","Mario Kart 8 Deluxe","","$775.0","(None)"
"1 - Bid option","Metal Mario","Mario Kart 8 Deluxe","","$623.0","(None)"
"0 - Donation Goal","BONUS: Half-Life Any%","Half-Life","If met, we will replace SETUP BLOCK 5 with a Half-Life Any% run by ProtoAus.","$50,316.78","$50,000.00"
"0 - Bid War","Choose Character Skins","Runbow","Choose the Characters or Costumes used for the Runbow race. Top two are chosen.","$1,058.37","(None)"
"1 - Bid option","Shantae","Runbow","","$437.5","(None)"
"1 - Bid option","Commandgirl Video","Runbow","","$368.3","(None)"
"1 - Bid option","Anime Costume","Runbow","","$100.0","(None)"
"1 - Bid option","Juan from Guacamelee","Runbow","","$50.0","(None)"
"1 - Bid option","Shovel Knight","Runbow","","$40.0","(None)"
"1 - Bid option","Lilac from Freedom Planet","Runbow","","$30.0","(None)"
"1 - Bid option","Unicorn Costume","Runbow","","$25.0","(None)"
"1 - Bid option","Tostada from Guacamelee","Runbow","","$7.5","(None)"
"1 - Bid option","Astronaut Costume","Runbow","","$0.0","(None)"
"1 - Bid option","Commander Video","Runbow","","$0.0","(None)"
"1 - Bid option","Detective Costume","Runbow","","$0.0","(None)"
"1 - Bid option","Hyper Light Drifter&#39;s Drifter","Runbow","","$0.0","(None)"
"1 - Bid option","Ninja Costume","Runbow","","$0.0","(None)"
"1 - Bid option","Pirate Costume","Runbow","","$0.0","(None)"
"1 - Bid option","Tiki Mask Costume","Runbow","","$0.0","(None)"
"1 - Bid option","Top Hat Costume","Runbow","","$0.0","(None)"
"0 - Donation Goal","Come on and Slam","Borderlands: the Pre-Sequel!","If met, Amyrlinn and Shockwve will complete the Space Slam quest during the Borderlands: The Pre-Sequel run.","$5,041.00","$5,000.00"
"0 - Bid War","Filenames","Borderlands: the Pre-Sequel!","Choose the filenames used for the Borderlands: The Pre-Sequel run. Top two are chosen.","$1,872.87","(None)"
"1 - Bid option","Waluigi","Borderlands: the Pre-Sequel!","","$1,112.8","(None)"
"1 - Bid option","#BloodForBloodwing","Borderlands: the Pre-Sequel!","","$290.0","(None)"
"1 - Bid option","Butt Stallion","Borderlands: the Pre-Sequel!","","$170.0","(None)"
"1 - Bid option","Switch Lad","Borderlands: the Pre-Sequel!","","$100.0","(None)"
"1 - Bid option","Doggo","Borderlands: the Pre-Sequel!","","$80.0","(None)"
"1 - Bid option","Elon musk","Borderlands: the Pre-Sequel!","","$65.0","(None)"
"1 - Bid option","Command?","Borderlands: the Pre-Sequel!","","$50.0","(None)"
"1 - Bid option","Gashu!","Borderlands: the Pre-Sequel!","","$5.0","(None)"
"0 - Donation Goal","Glitch Exhibition","Borderlands: the Pre-Sequel!","If met, Amyrlinn and Shockwve will show off some cool glitches after the Borderlands: The Pre-sequel run.","$10,008.42","$10,000.00"
"0 - Donation Goal","Use the Classic Spencer Skin","Bionic Commando","If met, the Bionic Commando run will use the Classic Spencer skin instead of the Modern Spencer skin.","$1,215.01","$5,000.00"
"0 - Donation Goal","Handcam","Catherine","If met, a Handcam will be set up for the Catherine Babel 1 player 2 controllers run.","$5,018.62","$5,000.00"
"0 - Donation Goal","Hype Mode","Bionic Commando Rearmed 2","If met, PJ will activate the HYPE MODE glitch during the Bionic Commando Rearmed 2 run, which involves Spencer screaming. A lot.","$10,020.95","$10,000.00"
"0 - Donation Goal","1MP Level 1 Sephiroth Fight","Kingdom Hearts HD 1.5 ReMix (KH1FM)","If met, Bizkit047 will beat Sephiroth with the hardest handicaps possible after the Kingdom Hearts 1.5 HD ReMix run.","$50,442.92","$50,000.00"
"0 - Bid War","Disney Sing-Along!","Kingdom Hearts HD 1.5 ReMix (KH1FM)","The top three songs will be sung during the Gummi missions in Kingdom Hearts 1.5 HD Remix.","$10,981.68","(None)"
"1 - Bid option","Can You Feel The Love Tonight (The Lion King) by Xem","Kingdom Hearts HD 1.5 ReMix (KH1FM)","","$2,583.4","(None)"
"1 - Bid option","Love Is An Open Door (Frozen) by KungfuFruitcup and Xem","Kingdom Hearts HD 1.5 ReMix (KH1FM)","","$2,557.0","(None)"
"1 - Bid option","Reflection (Mulan) by Sumichu","Kingdom Hearts HD 1.5 ReMix (KH1FM)","","$2,473.0","(None)"
"1 - Bid option","How Far I&#39;ll Go (Moana) by Itskasa","Kingdom Hearts HD 1.5 ReMix (KH1FM)","","$2,449.2","(None)"
"1 - Bid option","I See The Light (Tangled) by Itskasa and KungfuFruitcup","Kingdom Hearts HD 1.5 ReMix (KH1FM)","","$775.0","(None)"
"1 - Bid option","Evermore (Beauty and the Beast) by KHFan","Kingdom Hearts HD 1.5 ReMix (KH1FM)","","$144.0","(None)"
"0 - Donation Goal","Oathkeeper Cutscene Glitch","Kingdom Hearts HD 1.5 ReMix (KH1FM)","If met, mistmaster1 will show off the Oathkeeper Cutscene Glitch, which does unfortunate things to Sora&#39;s anatomy.","$23,122.40","$20,000.00"
"0 - Bid War","Filename","The Legend of Zelda: The Wind Waker HD","Choose the Filename used for the Legend of Zelda: Wind Waker HD run. 8 character limit.","$14,042.30","(None)"
"1 - Bid option","Sploosh","The Legend of Zelda: The Wind Waker HD","","$4,500.5","(None)"
"1 - Bid option","RedGuy","The Legend of Zelda: The Wind Waker HD","","$4,360.0","(None)"
"1 - Bid option","Zelda","The Legend of Zelda: The Wind Waker HD","","$2,549.0","(None)"
"1 - Bid option","BlameNed","The Legend of Zelda: The Wind Waker HD","","$810.0","(None)"
"1 - Bid option","Dona&#39;tor","The Legend of Zelda: The Wind Waker HD","","$477.7","(None)"
"1 - Bid option","ARBYS","The Legend of Zelda: The Wind Waker HD","","$220.0","(None)"
"1 - Bid option","Bilbo","The Legend of Zelda: The Wind Waker HD","","$180.0","(None)"
"1 - Bid option","Jeremy","The Legend of Zelda: The Wind Waker HD","","$125.0","(None)"
"1 - Bid option","Linkle","The Legend of Zelda: The Wind Waker HD","","$115.0","(None)"
"1 - Bid option","My Dude","The Legend of Zelda: The Wind Waker HD","","$110.0","(None)"
"1 - Bid option","ZigSix","The Legend of Zelda: The Wind Waker HD","","$100.0","(None)"
"1 - Bid option","Blue Link","The Legend of Zelda: The Wind Waker HD","","$85.0","(None)"
"1 - Bid option","Tingle","The Legend of Zelda: The Wind Waker HD","","$75.0","(None)"
"1 - Bid option","Listen!","The Legend of Zelda: The Wind Waker HD","","$55.0","(None)"
"1 - Bid option","SailLink","The Legend of Zelda: The Wind Waker HD","","$55.0","(None)"
"1 - Bid option","PinkGuy","The Legend of Zelda: The Wind Waker HD","","$45.0","(None)"
"1 - Bid option","ihoB","The Legend of Zelda: The Wind Waker HD","","$40.0","(None)"
"1 - Bid option","pLINKo","The Legend of Zelda: The Wind Waker HD","","$30.0","(None)"
"1 - Bid option","Swimfan","The Legend of Zelda: The Wind Waker HD","","$30.0","(None)"
"1 - Bid option","dingus","The Legend of Zelda: The Wind Waker HD","","$20.0","(None)"
"1 - Bid option","I never","The Legend of Zelda: The Wind Waker HD","","$15.0","(None)"
"1 - Bid option","Naruto","The Legend of Zelda: The Wind Waker HD","","$10.0","(None)"
"1 - Bid option","RoboCop","The Legend of Zelda: The Wind Waker HD","","$10.0","(None)"
"1 - Bid option","!ERROR!","The Legend of Zelda: The Wind Waker HD","","$5.0","(None)"
"1 - Bid option","GirlLink","The Legend of Zelda: The Wind Waker HD","","$5.0","(None)"
"1 - Bid option","Joe","The Legend of Zelda: The Wind Waker HD","","$5.0","(None)"
