"Type","Incentive","Game","Description","Amount","Goal"
"1 - Bid option","Mega Man X5","mega man x5 or x6 bid war","","$1,031.0","(None)"
"1 - Bid option","Mega Man X6","mega man x5 or x6 bid war","","$835.8","(None)"
"0 - Donation Goal","Save Rush","rockman 4: minus infinity","Here&#39;s one animal everyone likes saving.","$575.71","$500.00"
"0 - Bid War","Rosenkreuzstilette vs Freudenstachel","rosenkreuzstilette/ freudenstachel","Determine which game is being played.","$509.60","(None)"
"1 - Bid option","Freudenstachel","rosenkreuzstilette/ freudenstachel","","$268.5","(None)"
"1 - Bid option","Rosenkreuzstilette","rosenkreuzstilette/ freudenstachel","","$241.0","(None)"
"0 - Bid War","Costume colors","super house of dead ninjas","Choose between Yae, Pepsiman, and Hot Pink","$89.21","(None)"
"1 - Bid option","Pepsiman","super house of dead ninjas","","$58.0","(None)"
"1 - Bid option","Hot Pink","super house of dead ninjas","","$31.2","(None)"
"1 - Bid option","Yae","super house of dead ninjas","","$0.0","(None)"
"0 - Donation Goal","Bring back Warth!","oddworld: stranger&#39;s wrath","","$100.00","$100.00"
"0 - Bid War","Language","oddworld: stranger&#39;s wrath","","$255.13","(None)"
"1 - Bid option","French","oddworld: stranger&#39;s wrath","","$135.0","(None)"
"1 - Bid option","German","oddworld: stranger&#39;s wrath","","$85.1","(None)"
"1 - Bid option","English","oddworld: stranger&#39;s wrath","","$35.0","(None)"
"0 - Donation Goal","Wolvark Dam skip","oddworld: stranger&#39;s wrath","","$270.00","$250.00"
"0 - Donation Goal","Glitched run and storage","diddy kong racing","","$687.41","$650.00"
"0 - Bid War","Character choice","crash team racing","Coco or N.Gin","$389.25","(None)"
"1 - Bid option","Coco","crash team racing","","$234.2","(None)"
"1 - Bid option","N.Gin","crash team racing","","$155.0","(None)"
"0 - Bid War","Song choice","dr. mario 64","Choice between Fever, Chill, Cube, and Que Que","$85.00","(None)"
"1 - Bid option","Fever","dr. mario 64","","$70.0","(None)"
"1 - Bid option","[No song]","dr. mario 64","","$15.0","(None)"
"1 - Bid option","Chill","dr. mario 64","","$0.0","(None)"
"1 - Bid option","Cube","dr. mario 64","","$0.0","(None)"
"1 - Bid option","Que Que","dr. mario 64","","$0.0","(None)"
"0 - Donation Goal","Maxim any%","castlevania: harmony of dissonance","Open up a glitchy run!","$320.00","$300.00"
"0 - Bid War","DS Castlevania choice","castlevania: order of ecclesia","Choose between Dawn of Sorrow, Portrait of Ruin, and Order of Ecclesia","$4,601.13","(None)"
"1 - Bid option","Order of Ecclesia","castlevania: order of ecclesia","","$2,335.0","(None)"
"1 - Bid option","Dawn of Sorrow","castlevania: order of ecclesia","","$1,992.1","(None)"
"1 - Bid option","Portrait of Ruin","castlevania: order of ecclesia","","$274.0","(None)"
"0 - Donation Goal","Spikevegeta Dance!","castlevania 64","Yes","$1,082.80","$850.00"
"0 - Donation Goal","Super Ultra secret donation incentive","double dragon ii: the revenge","It&#39;s a secret to everbody!","$1,003.53","$1,000.00"
"0 - Donation Goal","Ninja Gaiden race","bionic commando","Between Sinister1 and Duckfist","$746.00","$600.00"
"0 - Bid War","name choice","crystalis","top two names will be used, six characters","$100.00","(None)"
"1 - Bid option","Kieran","crystalis","","$50.0","(None)"
"1 - Bid option","CBX","crystalis","","$40.0","(None)"
"1 - Bid option","Spike","crystalis","","$10.0","(None)"
"0 - Bid War","File name","zelda ii: the adventure of link","","$425.13","(None)"
"1 - Bid option","Lunk","zelda ii: the adventure of link","","$221.0","(None)"
"1 - Bid option","Steve","zelda ii: the adventure of link","","$146.1","(None)"
"1 - Bid option","Cosmo","zelda ii: the adventure of link","","$58.0","(None)"
"0 - Donation Goal","5-heart challenge","The Legend of Zelda","Limit Link to 5 hearts.","$1,030.02","$1,000.00"
"0 - Bid War","File name","The Legend of Zelda","24 character limit","$212.01","(None)"
"1 - Bid option","MAFIA NESBLOG","The Legend of Zelda","","$126.0","(None)"
"1 - Bid option","Butt","The Legend of Zelda","","$50.0","(None)"
"1 - Bid option","Cloud Strife","The Legend of Zelda","","$31.0","(None)"
"1 - Bid option","KatamariDamacyBestFF","The Legend of Zelda","","$5.0","(None)"
"0 - Donation Goal","No potions","The Legend of Zelda","On top of only 5 hearts, no potions!","$1,015.00","$1,000.00"
"0 - Donation Goal","Pacifist SOTN","super dodge ball","Oh yeah, it&#39;ll happen","$2,501.55","$2,000.00"
"0 - Donation Goal","SotN Richter any%","super dodge ball","MechaRichter airslashing a lot and showing off his beard.","$505.33","$500.00"
"0 - Donation Goal","The best glitch in SotN","super dodge ball","romscout does the best glitch in the game","$315.00","$300.00"
"0 - Bid War","Suited vs. Suitless Samus","metroid","","$235.00","(None)"
"1 - Bid option","Suitless","metroid","","$165.0","(None)"
"1 - Bid option","Suited","metroid","","$70.0","(None)"
"0 - Donation Goal","1% nightmare challenge","metroid fusion","","$867.77","$750.00"
"0 - Donation Goal","Watch Me Die difficulty","doom 64","","$1,186.00","$1,000.00"
"0 - Bid War","iateyourpie&#39;s hat","paper mario","","$1,315.02","(None)"
"1 - Bid option","hat on","paper mario","","$792.1","(None)"
"1 - Bid option","hat off","paper mario","","$522.9","(None)"
"0 - Donation Goal","Make pie sing &quot;Old Man River&quot;","paper mario","","$565.00","$500.00"
"0 - Donation Goal","Trihex + Spikevegeta fusion dance","paper mario","","$1,120.20","$1,000.00"
"0 - Donation Goal","Bartz learns how to play piano","final fantasy v","","$402.70","$400.00"
"0 - Bid War","Bartz&#39;s name","final fantasy v","6 character limit","$856.95","(None)"
"1 - Bid option","Kanon","final fantasy v","","$471.0","(None)"
"1 - Bid option","Butts","final fantasy v","","$250.9","(None)"
"1 - Bid option","SHIBE","final fantasy v","","$100.0","(None)"
"1 - Bid option","Emil","final fantasy v","","$35.0","(None)"
"0 - Donation Goal","Fight Neo-Exdeath","final fantasy v","","$541.00","$500.00"
"0 - Donation Goal","Fight the Gilgamesh battles","final fantasy v","Choose to fight the optional Gilgamesh battles.","$831.00","$800.00"
"0 - Donation Goal","#SaveReimu","final fantasy v","Obda is evil","$370.00","$300.00"
"0 - Donation Goal","Spikevegeta voice acts Gilgamesh","final fantasy v","","$2,069.21","$2,500.00"
"0 - Bid War","Boy&#39;s name","secret of evermore","12 characters","$786.50","(None)"
"1 - Bid option","#MVLuck","secret of evermore","","$472.0","(None)"
"1 - Bid option","Ash","secret of evermore","","$124.0","(None)"
"1 - Bid option","Kanjo","secret of evermore","","$53.0","(None)"
"1 - Bid option","#SGDQ2013","secret of evermore","","$50.0","(None)"
"1 - Bid option","SegaKnight","secret of evermore","","$30.0","(None)"
"1 - Bid option","Swag","secret of evermore","","$25.0","(None)"
"1 - Bid option","Princess Cadance","secret of evermore","","$10.0","(None)"
"1 - Bid option","#Shining Armpit","secret of evermore","","$10.0","(None)"
"1 - Bid option","Isaac","secret of evermore","","$7.5","(None)"
"1 - Bid option","MATLOCK","secret of evermore","","$5.0","(None)"
"0 - Bid War","Dog&#39;s name","secret of evermore","12 characters","$1,962.38","(None)"
"1 - Bid option","#Finnigan","secret of evermore","","$662.0","(None)"
"1 - Bid option","Random Softlock","secret of evermore","","$500.0","(None)"
"1 - Bid option","Rusty","secret of evermore","","$245.0","(None)"
"1 - Bid option","BUNS","secret of evermore","","$200.0","(None)"
"1 - Bid option","Pikachu","secret of evermore","","$101.0","(None)"
"1 - Bid option","&quot;Dont name the dog&quot;","secret of evermore","","$76.0","(None)"
"1 - Bid option","Idefix","secret of evermore","","$65.0","(None)"
"1 - Bid option","Dax","secret of evermore","","$41.0","(None)"
"1 - Bid option","Yolo","secret of evermore","","$39.8","(None)"
"1 - Bid option","nougat","secret of evermore","","$20.0","(None)"
"1 - Bid option","#Crab Flex","secret of evermore","","$10.0","(None)"
"1 - Bid option","Guppy","secret of evermore","","$2.5","(None)"
"0 - Donation Goal","Meet Cecil","secret of evermore","","$300.00","$300.00"
"0 - Donation Goal","Meta Flexes after each boss kill","secret of evermore","","$4,268.03","$4,000.00"
"0 - Bid War","Turn the Old Man into something!","secret of evermore","Basket vs. Chicken vs. Goat vs. Boring Human","$190.50","(None)"
"1 - Bid option","Boring Human","secret of evermore","","$80.0","(None)"
"1 - Bid option","Goat","secret of evermore","","$65.0","(None)"
"1 - Bid option","Chicken","secret of evermore","","$45.5","(None)"
"1 - Bid option","Basket","secret of evermore","","$0.0","(None)"
"0 - Donation Goal","Uncover Marketplace Secret","secret of evermore","","$300.00","$300.00"
"0 - Donation Goal","Difficulty","ranger-x","$70 for normal, $140 for hard, and $210 for elite.","$210.00","$210.00"
"0 - Bid War","Save Alyssa or let her drown","comix zone","jerk","$215.00","(None)"
"1 - Bid option","Let her drown","comix zone","","$170.0","(None)"
"1 - Bid option","Save her","comix zone","","$45.0","(None)"
"0 - Donation Goal","Fuzzface!","double dragon: neon","","$271.00","$250.00"
"0 - Donation Goal","Mighty Final Fight!","double dragon: neon","Watch Haggar piledriver!","$840.00","$700.00"
"0 - Donation Goal","Make MBM watch and narrate the Teachy TV","Pokemon Leaf Green","","$1,113.87","$1,000.00"
"0 - Bid War","Rival name","Pokemon Leaf Green","7 character limit","$1,486.57","(None)"
"1 - Bid option","horror","Pokemon Leaf Green","","$841.5","(None)"
"1 - Bid option","Uyama","Pokemon Leaf Green","","$620.0","(None)"
"1 - Bid option","Borders","Pokemon Leaf Green","","$25.0","(None)"
"0 - Bid War","Squirtle","Pokemon Leaf Green","10 character limit","$1,590.97","(None)"
"1 - Bid option","cR4p0","Pokemon Leaf Green","","$739.0","(None)"
"1 - Bid option","DacidXMui","Pokemon Leaf Green","","$523.5","(None)"
"1 - Bid option","Smugleaf","Pokemon Leaf Green","","$166.5","(None)"
"1 - Bid option","Bulbasaur","Pokemon Leaf Green","","$80.0","(None)"
"1 - Bid option","Spooky","Pokemon Leaf Green","","$48.9","(None)"
"1 - Bid option","Bilt","Pokemon Leaf Green","","$20.0","(None)"
"1 - Bid option","Drying Pan","Pokemon Leaf Green","","$5.0","(None)"
"1 - Bid option","HUZZAH","Pokemon Leaf Green","","$5.0","(None)"
"1 - Bid option","Atlas","Pokemon Leaf Green","","$2.9","(None)"
"0 - Bid War","Trainer name","Pokemon Leaf Green","7 character limit","$1,413.16","(None)"
"1 - Bid option","Dziak","Pokemon Leaf Green","","$611.0","(None)"
"1 - Bid option","Batman","Pokemon Leaf Green","","$349.0","(None)"
"1 - Bid option","d oak","Pokemon Leaf Green","","$265.2","(None)"
"1 - Bid option","Freudia","Pokemon Leaf Green","","$85.0","(None)"
"1 - Bid option","YSG","Pokemon Leaf Green","","$50.7","(None)"
"1 - Bid option","Squirtle","Pokemon Leaf Green","","$50.1","(None)"
"1 - Bid option","Nujabes","Pokemon Leaf Green","","$1.0","(None)"
"1 - Bid option","Kevin","Pokemon Leaf Green","","$1.0","(None)"
"0 - Bid War","Zapdos name","Pokemon Leaf Green","10 character limit","$2,213.22","(None)"
"1 - Bid option","Glerek","Pokemon Leaf Green","","$1,098.4","(None)"
"1 - Bid option","AROOOOOOOO","Pokemon Leaf Green","","$829.2","(None)"
"1 - Bid option","America!","Pokemon Leaf Green","","$230.5","(None)"
"1 - Bid option","&#39;Murica!","Pokemon Leaf Green","","$35.0","(None)"
"1 - Bid option","Zeus","Pokemon Leaf Green","","$20.0","(None)"
"0 - Bid War","Radio Station choice","grand theft auto: vice city","","$2,753.34","(None)"
"1 - Bid option","Emotion 98.3","grand theft auto: vice city","","$971.9","(None)"
"1 - Bid option","Fever 105","grand theft auto: vice city","","$545.5","(None)"
"1 - Bid option","VCPR","grand theft auto: vice city","","$460.0","(None)"
"1 - Bid option","V-Rock","grand theft auto: vice city","","$436.1","(None)"
"1 - Bid option","Espantoso","grand theft auto: vice city","","$125.0","(None)"
"1 - Bid option","K-Chat","grand theft auto: vice city","","$115.0","(None)"
"1 - Bid option","Flash FM","grand theft auto: vice city","","$90.0","(None)"
"1 - Bid option","Wave 103","grand theft auto: vice city","","$5.0","(None)"
"1 - Bid option","Wildstyle","grand theft auto: vice city","","$4.0","(None)"
"1 - Bid option","Radio Off","grand theft auto: vice city","","$0.6","(None)"
"0 - Bid War","Subtitle language","grand theft auto: vice city","English, French, Spanish, German, and Italian","$1,290.64","(None)"
"1 - Bid option","French","grand theft auto: vice city","","$756.6","(None)"
"1 - Bid option","German","grand theft auto: vice city","","$504.0","(None)"
"1 - Bid option","English","grand theft auto: vice city","","$25.0","(None)"
"1 - Bid option","Italian","grand theft auto: vice city","","$5.0","(None)"
"1 - Bid option","Spanish","grand theft auto: vice city","","$0.0","(None)"
"0 - Bid War","File name","Zelda: A Link to the Past","Limit is 4 characters.","$1,142.13","(None)"
"1 - Bid option","FIVE OH TWO","Zelda: A Link to the Past","","$1,022.5","(None)"
"1 - Bid option","ACLM","Zelda: A Link to the Past","","$101.5","(None)"
"1 - Bid option","Auro","Zelda: A Link to the Past","","$18.0","(None)"
"0 - Bid War","Category Choice","super metroid","Choose between low%, any%, and 100%","$6,144.62","(None)"
"1 - Bid option","100%","super metroid","","$3,684.7","(None)"
"1 - Bid option","low%","super metroid","","$2,355.8","(None)"
"1 - Bid option","any%","super metroid","","$104.0","(None)"
"0 - Bid War","The animals!","super metroid","Kill them or save them?","$33,630.06","(None)"
"1 - Bid option","Kill the animals","super metroid","","$18,023.0","(None)"
"1 - Bid option","Save the animals","super metroid","","$15,607.0","(None)"
"0 - Donation Goal","Zoast hand cam","super metroid","Watch Zoast&#39;s hand acrobatics!","$794.21","$800.00"
"0 - Donation Goal","16-star run","super mario 64","","$2,061.72","$2,000.00"
"0 - Donation Goal","Have Sicko race Siglemic in 16-star","super mario 64","","$2,436.20","$2,000.00"
"0 - Donation Goal","Warps run","super mario bros.","He rivals andrewg","$730.89","$500.00"
"0 - Donation Goal","All Dragon Coins, moons and exits","super mario world","Above and beyond the normal 96 exits.","$1,968.52","$1,500.00"
"0 - Bid War","Golden&#39;s courtesy coin","super mario world","!poll","$693.15","(None)"
"1 - Bid option","Yes","super mario world","","$545.3","(None)"
"1 - Bid option","No","super mario world","","$147.7","(None)"
"0 - Donation Goal","Harvest Moon","super mario world","Sleepy%","$2,099.99","$2,000.00"
"0 - Bid War","File name","dark souls","13 character limit","$2,118.50","(None)"
"1 - Bid option","Ryan Davis","dark souls","","$1,294.5","(None)"
"1 - Bid option","ZreknarF","dark souls","","$323.0","(None)"
"1 - Bid option","Sunbro","dark souls","","$205.0","(None)"
"1 - Bid option","Kotti","dark souls","","$201.0","(None)"
"1 - Bid option","Deathie","dark souls","","$50.0","(None)"
"1 - Bid option","Sagat","dark souls","","$25.0","(None)"
"1 - Bid option","fartblanket","dark souls","","$20.0","(None)"
"0 - Donation Goal","Praise the sun during loading times \\[T]/","dark souls","","$445.17","$350.00"
"0 - Donation Goal","100%","solstice","","$740.00","$700.00"
"0 - Donation Goal","Glitched Blaster Master","solstice","It&#39;s a new kind of Blaster Master run on the PAL version","$1,067.37"," $1,000.00"
"0 - Donation Goal","SNK game","solstice","It&#39;s not Twinkle Star Sprites","$1,257.11","$1,000.00"
"0 - Donation Goal","Blueglass + iateyourpie Old Man River duet","rayman origins","","$10,271.00","$10,000.00"
"0 - Donation Goal","Platinum Medal Challenges","kirby&#39;s return to dream land","Donate to have Kirbymastah play the Platinum Medal Challenges","$1,515.00","$1,500.00"
"0 - Donation Goal","True Arena","kirby&#39;s return to dream land","","$1,733.17","$1,500.00"
"0 - Bid War","Cecil&#39;s name","final fantasy iv","","$1,056.18","(None)"
"1 - Bid option","Yetee","final fantasy iv","","$725.0","(None)"
"1 - Bid option","Cosmo","final fantasy iv","","$331.1","(None)"
"0 - Bid War","Cid&#39;s name","final fantasy iv","","$415.00","(None)"
"1 - Bid option","Taswell","final fantasy iv","","$415.0","(None)"
"0 - Bid War","Edward&#39;s name","final fantasy iv","","$560.00","(None)"
"1 - Bid option","Spoony","final fantasy iv","","$410.0","(None)"
"1 - Bid option","Emil","final fantasy iv","","$140.0","(None)"
"1 - Bid option","Poxnor","final fantasy iv","","$10.0","(None)"
"0 - Donation Goal","Fight Calcabrena","final fantasy iv","","$410.00","$400.00"
"0 - Bid War","FuSoYa&#39;s name","final fantasy iv","","$1,955.21","(None)"
"1 - Bid option","Sagat","final fantasy iv","","$754.7","(None)"
"1 - Bid option","Syeniel","final fantasy iv","","$690.0","(None)"
"1 - Bid option","Gen","final fantasy iv","","$200.0","(None)"
"1 - Bid option","GANNON","final fantasy iv","","$160.0","(None)"
"1 - Bid option","FrnkrZ","final fantasy iv","","$65.0","(None)"
"1 - Bid option","Bighed","final fantasy iv","","$40.0","(None)"
"1 - Bid option","NabbyD","final fantasy iv","","$20.0","(None)"
"1 - Bid option","Sir VG","final fantasy iv","","$20.0","(None)"
"1 - Bid option","BobGrg","final fantasy iv","","$5.0","(None)"
"1 - Bid option","TWoH","final fantasy iv","","$0.5","(None)"
"0 - Bid War","Kain&#39;s name","final fantasy iv","","$2,206.43","(None)"
"1 - Bid option","BlueGlass","final fantasy iv","","$1,150.9","(None)"
"1 - Bid option","DpeFsh","final fantasy iv","","$925.0","(None)"
"1 - Bid option","Trihex","final fantasy iv","","$95.0","(None)"
"1 - Bid option","HCBailly","final fantasy iv","","$35.5","(None)"
"0 - Bid War","Palom&#39;s name","final fantasy iv","","$3,010.70","(None)"
"1 - Bid option","Mac","final fantasy iv","","$1,502.2","(None)"
"1 - Bid option","DEAD","final fantasy iv","","$1,396.0","(None)"
"1 - Bid option","Will","final fantasy iv","","$70.0","(None)"
"1 - Bid option","Poxnor","final fantasy iv","","$27.5","(None)"
"1 - Bid option","Tchou","final fantasy iv","","$15.0","(None)"
"0 - Donation Goal","Play Die Hard music during DieHard%","final fantasy iv","","$2,026.40","$2,000.00"
"0 - Bid War","Porom&#39;s name","final fantasy iv","","$3,078.07","(None)"
"1 - Bid option","Cheese","final fantasy iv","","$1,509.5","(None)"
"1 - Bid option","DEAD","final fantasy iv","","$1,450.0","(None)"
"1 - Bid option","Anna","final fantasy iv","","$70.0","(None)"
"1 - Bid option","Puwexil","final fantasy iv","","$33.5","(None)"
"1 - Bid option","Tchout","final fantasy iv","","$15.0","(None)"
"0 - Bid War","Rosa&#39;s name","final fantasy iv","","$1,727.00","(None)"
"1 - Bid option","Sharks","final fantasy iv","","$735.0","(None)"
"1 - Bid option","Essentia","final fantasy iv","","$732.0","(None)"
"1 - Bid option","Romscout","final fantasy iv","","$135.0","(None)"
"1 - Bid option","Sexy","final fantasy iv","","$125.0","(None)"
"0 - Bid War","Rydia&#39;s name","final fantasy iv","","$1,665.00","(None)"
"1 - Bid option","MrMV","final fantasy iv","","$1,120.0","(None)"
"1 - Bid option","Shark","final fantasy iv","","$545.0","(None)"
"0 - Donation Goal","Rydia vs. Rydia","final fantasy iv","Yes, this is possible.","$947.02","$800.00"
"0 - Bid War","Tellah&#39;s Name","final fantasy iv","","$1,283.00","(None)"
"1 - Bid option","FuzzFace","final fantasy iv","","$790.0","(None)"
"1 - Bid option","Kraden","final fantasy iv","","$493.0","(None)"
"0 - Bid War","Yang&#39;s name","final fantasy iv","","$1,023.45","(None)"
"1 - Bid option","Nevoli","final fantasy iv","","$467.0","(None)"
"1 - Bid option","Sagat","final fantasy iv","","$286.4","(None)"
"1 - Bid option","obdajr","final fantasy iv","","$245.0","(None)"
"1 - Bid option","Spider","final fantasy iv","","$25.0","(None)"
"0 - Bid War","File name","The Legend of Zelda: Twilight Princess","8 character limit","$5,319.50","(None)"
"1 - Bid option","Cosmo","The Legend of Zelda: Twilight Princess","","$4,147.0","(None)"
"1 - Bid option","Waffles","The Legend of Zelda: Twilight Princess","","$576.5","(None)"
"1 - Bid option","Auro","The Legend of Zelda: Twilight Princess","","$221.0","(None)"
"1 - Bid option","Bonemom","The Legend of Zelda: Twilight Princess","","$210.0","(None)"
"1 - Bid option","Ryan","The Legend of Zelda: Twilight Princess","","$50.0","(None)"
"1 - Bid option","Blueglas","The Legend of Zelda: Twilight Princess","","$40.0","(None)"
"1 - Bid option","Dumple","The Legend of Zelda: Twilight Princess","","$40.0","(None)"
"1 - Bid option","Litesout","The Legend of Zelda: Twilight Princess","","$20.0","(None)"
"1 - Bid option","Baller Time","The Legend of Zelda: Twilight Princess","","$10.0","(None)"
"1 - Bid option","forehead","The Legend of Zelda: Twilight Princess","","$5.0","(None)"
"0 - Bid War","Horse name","The Legend of Zelda: Twilight Princess","","$7,784.43","(None)"
"1 - Bid option","Furiie","The Legend of Zelda: Twilight Princess","","$2,469.0","(None)"
"1 - Bid option","AppleJack","The Legend of Zelda: Twilight Princess","","$1,923.1","(None)"
"1 - Bid option","Zelda","The Legend of Zelda: Twilight Princess","","$1,402.0","(None)"
"1 - Bid option","Gluestick","The Legend of Zelda: Twilight Princess","","$865.2","(None)"
"1 - Bid option","Waffles","The Legend of Zelda: Twilight Princess","","$420.0","(None)"
"1 - Bid option","ClipClop","The Legend of Zelda: Twilight Princess","","$218.5","(None)"
"1 - Bid option","Adrian","The Legend of Zelda: Twilight Princess","","$185.0","(None)"
"1 - Bid option","Hype","The Legend of Zelda: Twilight Princess","","$126.0","(None)"
"1 - Bid option","Eponage","The Legend of Zelda: Twilight Princess","","$80.0","(None)"
"1 - Bid option","Siglemic","The Legend of Zelda: Twilight Princess","","$72.0","(None)"
"1 - Bid option","Jape","The Legend of Zelda: Twilight Princess","","$15.0","(None)"
"1 - Bid option","Lunk","The Legend of Zelda: Twilight Princess","","$8.4","(None)"
"0 - Donation Goal","Melee Grand Finals - Cosmo vs. Mundungu","The Legend of Zelda: Twilight Princess","Grand finals of the charity SSBM tourney, streamed on Tuesday at 8 PM EDT (GMT-4).","$9,111.50","$5,000.00"
"0 - Donation Goal","shirtless teh urn dance","The Legend of Zelda: Twilight Princess","bonesaw teh urn dance","$5,737.67","$3,000.00"
